entity,entityLabel,category,property,propertyLabel,value,roundedValue,unitLabel,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q157736,Morača,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15,15,cubic metre per second,34,,2024-08-28T20:47:41Z,River
http://www.wikidata.org/entity/Q5622,Neman,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,678,678,cubic metre per second,79,,2024-11-17T13:31:54Z,River
http://www.wikidata.org/entity/Q85956,Korozhechna,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6,6,cubic metre per second,13,,2024-07-10T07:29:30Z,River
http://www.wikidata.org/entity/Q289638,Selizharovka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20,20,cubic metre per second,19,,2024-07-10T07:38:56Z,River
http://www.wikidata.org/entity/Q84309,Parasha,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,17,17,cubic metre per second,4,,2023-01-29T01:46:47Z,River
http://www.wikidata.org/entity/Q226714,Zorge,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3.56,3.56,cubic metre per second,10,,2024-07-10T07:35:06Z,River
http://www.wikidata.org/entity/Q203409,Rioni,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,405,405,cubic metre per second,64,,2024-11-21T14:42:40Z,River
http://www.wikidata.org/entity/Q8510,Helmand River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,78,78,cubic metre per second,62,,2024-11-22T17:31:31Z,River
http://www.wikidata.org/entity/Q304810,Amer,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,350,350,cubic metre per second,17,,2024-04-03T05:00:14Z,River
http://www.wikidata.org/entity/Q3720244,Rubas (river),Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.01,1.01,cubic metre per second,10,,2024-10-24T08:24:55Z,River
http://www.wikidata.org/entity/Q121538,Torne River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,380,380,cubic metre per second,42,,2024-11-30T22:15:59Z,River
http://www.wikidata.org/entity/Q3314,Eider,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6.5,6.5,cubic metre per second,49,,2024-09-01T15:51:21Z,River
http://www.wikidata.org/entity/Q283622,Atrek River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,9.2,9.2,cubic metre per second,35,,2024-03-01T14:27:17Z,River
http://www.wikidata.org/entity/Q14684,Luga,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,93,93,cubic metre per second,40,,2024-10-16T16:43:33Z,River
http://www.wikidata.org/entity/Q386101,Biryusa,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,349.7,349.7,cubic metre per second,30,,2024-07-11T04:17:34Z,River
http://www.wikidata.org/entity/Q74725,Kuloy,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,14.29,14.29,cubic metre per second,15,,2024-04-14T15:28:22Z,River
http://www.wikidata.org/entity/Q280650,Mayenne,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,50,50,cubic metre per second,31,,2024-09-29T15:16:39Z,River
http://www.wikidata.org/entity/Q82147,Taymyra,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1220,1220,cubic metre per second,30,,2024-10-09T07:09:10Z,River
http://www.wikidata.org/entity/Q287438,Kokshenga,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,35.49,35.49,cubic metre per second,17,,2024-04-03T09:10:50Z,River
http://www.wikidata.org/entity/Q214768,Chulym,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,785,785,cubic metre per second,40,,2024-09-18T14:51:40Z,River
http://www.wikidata.org/entity/Q81773,Hérault,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,43.7,43.7,cubic metre per second,33,,2024-09-29T19:03:01Z,River
http://www.wikidata.org/entity/Q299994,Oyat,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,51.8,51.8,cubic metre per second,25,,2024-07-15T17:46:05Z,River
http://www.wikidata.org/entity/Q16509,Tajuña,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.87,1.87,cubic metre per second,18,,2024-09-03T13:17:03Z,River
http://www.wikidata.org/entity/Q35827,Río de la Plata,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,22000,22000,cubic metre per second,85,,2024-11-04T00:36:30Z,River
http://www.wikidata.org/entity/Q546793,Molopo River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1,1,cubic metre per second,28,,2024-08-28T21:02:58Z,River
http://www.wikidata.org/entity/Q212221,Agogna,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,21.8,21.8,cubic metre per second,19,,2024-08-15T20:00:38Z,River
http://www.wikidata.org/entity/Q217524,Enns,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,195,195,cubic metre per second,50,,2024-09-01T15:58:54Z,River
http://www.wikidata.org/entity/Q517670,Emba River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,17.5,17.5,cubic metre per second,39,,2024-06-09T08:46:28Z,River
http://www.wikidata.org/entity/Q53484,Syas,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,53,53,cubic metre per second,28,,2024-10-16T15:52:58Z,River
http://www.wikidata.org/entity/Q26358,Olyokma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1950,1950,cubic metre per second,45,,2024-10-02T12:19:08Z,River
http://www.wikidata.org/entity/Q394941,Agno River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,660,660,cubic metre per second,16,,2024-04-06T22:52:15Z,River
http://www.wikidata.org/entity/Q1644,Elbe,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,711,711,cubic metre per second,119,,2024-11-14T21:10:51Z,River
http://www.wikidata.org/entity/Q470525,Amguema,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,267,267,cubic metre per second,23,,2024-10-07T10:17:19Z,River
http://www.wikidata.org/entity/Q317036,Regen,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,35,35,cubic metre per second,35,,2024-04-02T18:45:38Z,River
http://www.wikidata.org/entity/Q26390,Anadyr,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2160,2160,cubic metre per second,57,,2024-10-15T07:18:18Z,River
http://www.wikidata.org/entity/Q161051,Leine,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,53,53,cubic metre per second,35,,2024-11-04T00:34:07Z,River
http://www.wikidata.org/entity/Q973,Ob,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12492,12492,cubic metre per second,108,,2024-11-10T06:14:21Z,River
http://www.wikidata.org/entity/Q202796,Desna,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,360,360,cubic metre per second,64,,2024-09-03T08:38:31Z,River
http://www.wikidata.org/entity/Q14755,Tormes,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,42.43,42.43,cubic metre per second,31,,2024-10-14T11:12:22Z,River
http://www.wikidata.org/entity/Q403175,Ay,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,84,84,cubic metre per second,30,,2024-11-18T02:52:56Z,River
http://www.wikidata.org/entity/Q643,Po,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1460,1460,cubic metre per second,106,,2024-10-25T15:47:59Z,River
http://www.wikidata.org/entity/Q71609,Salto (river),Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15,15,cubic metre per second,5,,2024-02-13T22:05:59Z,River
http://www.wikidata.org/entity/Q13032285,Žaduń,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.7,2.7,cubic metre per second,6,,2023-01-03T18:24:06Z,River
http://www.wikidata.org/entity/Q220839,Luvua River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,600,600,cubic metre per second,24,,2024-10-02T17:14:07Z,River
http://www.wikidata.org/entity/Q171436,Uele,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1530,1530,cubic metre per second,36,,2024-10-26T17:17:04Z,River
http://www.wikidata.org/entity/Q10965,Ebro,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,426,426,cubic metre per second,87,,2024-11-25T19:31:48Z,River
http://www.wikidata.org/entity/Q3934260,Ribordone,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.3,1.3,cubic metre per second,2,,2021-03-04T22:35:35Z,River
http://www.wikidata.org/entity/Q26439,Argun River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,186,186,cubic metre per second,65,,2024-10-26T18:17:34Z,River
http://www.wikidata.org/entity/Q6434,Fulda,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,67,67,cubic metre per second,48,,2024-10-09T00:30:57Z,River
http://www.wikidata.org/entity/Q247622,Mezenskaya Pizhma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,41.9,41.9,cubic metre per second,16,,2024-04-15T05:10:48Z,River
http://www.wikidata.org/entity/Q12836216,Axıncaçay,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,7.3,7.3,cubic metre per second,5,,2024-04-13T06:48:48Z,River
http://www.wikidata.org/entity/Q8319,Arkansas River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,240,240,cubic metre per second,71,,2024-09-16T14:37:33Z,River
http://www.wikidata.org/entity/Q201823,Warta,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,195,195,cubic metre per second,70,,2024-11-13T09:32:53Z,River
http://www.wikidata.org/entity/Q131071,Willamette River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,900,900,cubic metre per second,35,,2024-11-02T19:38:09Z,River
http://www.wikidata.org/entity/Q364607,Krems,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5.9,5.9,cubic metre per second,12,,2024-04-11T23:10:32Z,River
http://www.wikidata.org/entity/Q408636,River Aire,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,35.72,35.72,cubic metre per second,36,,2024-10-27T09:07:38Z,River
http://www.wikidata.org/entity/Q217347,Indre River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,18.7,18.7,cubic metre per second,38,,2024-09-29T14:55:25Z,River
http://www.wikidata.org/entity/Q374355,River Ouse,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,10,10,cubic metre per second,18,,2024-11-10T07:12:15Z,River
http://www.wikidata.org/entity/Q71768,Trigno,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12.6,12.6,cubic metre per second,18,,2024-08-31T14:20:11Z,River
http://www.wikidata.org/entity/Q339990,Ljubljanica,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,25,25,cubic metre per second,43,,2024-11-10T23:24:27Z,River
http://www.wikidata.org/entity/Q81629,Valbonë,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,33,33,cubic metre per second,20,,2024-07-10T07:29:18Z,River
http://www.wikidata.org/entity/Q453597,Amance,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.5,4.5,cubic metre per second,10,,2023-01-28T22:46:57Z,River
http://www.wikidata.org/entity/Q35591,Tigris,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1014,1014,cubic metre per second,122,,2024-11-07T18:41:41Z,River
http://www.wikidata.org/entity/Q194946,Viled,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,42.7,42.7,cubic metre per second,17,,2024-06-12T22:06:03Z,River
http://www.wikidata.org/entity/Q182969,Tavignano,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,11.7,11.7,cubic metre per second,20,,2024-07-11T04:06:15Z,River
http://www.wikidata.org/entity/Q515291,Retrone,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.129,4.13,cubic metre per second,4,,2023-01-29T02:01:58Z,River
http://www.wikidata.org/entity/Q187834,Saône,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,473,473,cubic metre per second,66,,2024-11-20T10:03:23Z,River
http://www.wikidata.org/entity/Q503723,Cassarate,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.6,2.6,cubic metre per second,13,,2024-04-06T20:22:24Z,River
http://www.wikidata.org/entity/Q216627,Dalälven,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,350,350,cubic metre per second,40,,2024-09-16T21:08:46Z,River
http://www.wikidata.org/entity/Q1598984,Jihlava,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12,12,cubic metre per second,24,,2024-09-15T17:53:51Z,River
http://www.wikidata.org/entity/Q639374,Wupper,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,17,17,cubic metre per second,28,,2024-11-12T06:18:02Z,River
http://www.wikidata.org/entity/Q875573,Han River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2156,2156,cubic metre per second,39,,2024-09-01T16:25:54Z,River
http://www.wikidata.org/entity/Q2361888,Ushayka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.35,4.35,cubic metre per second,11,,2024-04-05T07:24:17Z,River
http://www.wikidata.org/entity/Q2741927,Aulnois,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.1,2.1,cubic metre per second,8,,2024-04-09T04:02:27Z,River
http://www.wikidata.org/entity/Q829444,Nisqually River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,41,41,cubic metre per second,9,,2024-09-09T07:52:11Z,River
http://www.wikidata.org/entity/Q857676,Lule River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,515,515,cubic metre per second,35,,2024-11-26T23:29:55Z,River
http://www.wikidata.org/entity/Q1259188,White Volta,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,249,249,cubic metre per second,33,,2024-08-28T21:05:56Z,River
http://www.wikidata.org/entity/Q973135,Nam Ou,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,389.3,389.3,cubic metre per second,20,,2024-11-08T22:05:26Z,River
http://www.wikidata.org/entity/Q598072,Curuá River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,129.23,129.23,cubic metre per second,11,,2023-02-15T19:30:38Z,River
http://www.wikidata.org/entity/Q993722,Guiers,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,16,16,cubic metre per second,10,,2023-02-23T12:24:08Z,River
http://www.wikidata.org/entity/Q676887,Poschiavino,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3.5,3.5,cubic metre per second,16,,2024-09-08T15:36:23Z,River
http://www.wikidata.org/entity/Q879306,Bièvre,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.2,0.2,cubic metre per second,19,,2024-03-28T04:15:10Z,River
http://www.wikidata.org/entity/Q1074898,Chara,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,638.83,638.83,cubic metre per second,27,,2024-11-23T23:13:57Z,River
http://www.wikidata.org/entity/Q1399887,Strona,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12.5,12.5,cubic metre per second,11,,2024-07-10T08:41:07Z,River
http://www.wikidata.org/entity/Q1370821,Estéron,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6.96,6.96,cubic metre per second,14,,2024-04-13T22:29:48Z,River
http://www.wikidata.org/entity/Q754718,Durance,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,180,180,cubic metre per second,45,,2024-12-01T15:36:32Z,River
http://www.wikidata.org/entity/Q3508683,Zimnyaya Zolotitsa,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,22.7,22.7,cubic metre per second,9,,2024-11-05T11:47:13Z,River
http://www.wikidata.org/entity/Q659526,Orne,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,27.5,27.5,cubic metre per second,36,,2024-09-29T19:16:22Z,River
http://www.wikidata.org/entity/Q600166,Urup,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,16.5,16.5,cubic metre per second,25,,2024-11-25T09:43:27Z,River
http://www.wikidata.org/entity/Q630567,Nara,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5.5,5.5,cubic metre per second,29,,2024-09-18T22:11:00Z,River
http://www.wikidata.org/entity/Q1344826,Ostyor,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20.8,20.8,cubic metre per second,19,,2024-04-02T09:42:17Z,River
http://www.wikidata.org/entity/Q1648816,Chapaevka,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.53,2.53,cubic metre per second,19,,2024-03-04T12:22:36Z,River
http://www.wikidata.org/entity/Q2634756,Volma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,6.7,6.7,cubic metre per second,12,,2024-09-06T00:50:21Z,River
http://www.wikidata.org/entity/Q1235154,Polcevera,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,4.81,4.81,cubic metre per second,14,,2024-07-10T08:35:30Z,River
http://www.wikidata.org/entity/Q967067,Obaĺ,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,14.9,14.9,cubic metre per second,20,,2024-03-31T03:44:34Z,River
http://www.wikidata.org/entity/Q776071,Yaque del Norte River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,97,97,cubic metre per second,14,,2024-04-08T11:30:08Z,River
http://www.wikidata.org/entity/Q633428,Yeloguy,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,150,150,cubic metre per second,16,,2024-10-28T08:54:59Z,River
http://www.wikidata.org/entity/Q917000,River Witham,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.224,1.22,cubic metre per second,16,,2024-10-31T21:14:14Z,River
http://www.wikidata.org/entity/Q3045254,Igirma,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,17,17,cubic metre per second,6,,2023-01-29T00:23:09Z,River
http://www.wikidata.org/entity/Q958136,Grue,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1.78,1.78,cubic metre per second,4,,2023-01-29T00:12:16Z,River
http://www.wikidata.org/entity/Q864697,Cheptsa,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,130,130,cubic metre per second,38,,2024-11-18T04:23:43Z,River
http://www.wikidata.org/entity/Q2626229,Urukh,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,40,40,cubic metre per second,22,,2024-11-22T07:30:50Z,River
http://www.wikidata.org/entity/Q661684,Vilnia,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,5.63,5.63,cubic metre per second,32,,2024-11-06T16:38:23Z,River
http://www.wikidata.org/entity/Q1313548,Vorona,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,41.5,41.5,cubic metre per second,21,,2024-08-13T20:57:41Z,River
http://www.wikidata.org/entity/Q876958,Schlitz,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,3715,3715,cubic metre per second,8,,2024-04-12T23:44:33Z,River
http://www.wikidata.org/entity/Q3460995,Niman,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,224,224,cubic metre per second,10,,2024-11-17T13:32:20Z,River
http://www.wikidata.org/entity/Q731403,Maè,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,8,8,cubic metre per second,4,,2023-01-29T01:10:07Z,River
http://www.wikidata.org/entity/Q605363,Savuto,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,7.8,7.8,cubic metre per second,13,,2024-07-11T04:31:06Z,River
http://www.wikidata.org/entity/Q1817886,Allakh-Yun,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,169,169,cubic metre per second,20,,2024-04-02T08:34:22Z,River
http://www.wikidata.org/entity/Q882739,Blue Nile,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1525.3,1525.3,cubic metre per second,88,,2024-11-29T14:09:29Z,River
http://www.wikidata.org/entity/Q1058266,Merse,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15,15,cubic metre per second,9,,2024-04-11T07:44:55Z,River
http://www.wikidata.org/entity/Q1369002,Maroni,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1700,1700,cubic metre per second,28,,2024-11-28T17:31:22Z,River
http://www.wikidata.org/entity/Q2995260,Cherek,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,39.5,39.5,cubic metre per second,17,,2023-09-16T11:20:53Z,River
http://www.wikidata.org/entity/Q776155,Paranaíba River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,1505,1505,cubic metre per second,29,,2024-08-28T21:05:23Z,River
http://www.wikidata.org/entity/Q1920731,Velikaya,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,409,409,cubic metre per second,22,,2024-11-18T05:03:28Z,River
http://www.wikidata.org/entity/Q1780323,Musa Qala River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,12.5,12.5,cubic metre per second,4,,2023-01-29T01:28:10Z,River
http://www.wikidata.org/entity/Q1076232,Ekityki,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,125,125,cubic metre per second,10,,2024-10-07T10:17:20Z,River
http://www.wikidata.org/entity/Q1145293,Yeşilırmak River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,150,150,cubic metre per second,35,,2024-09-21T07:42:45Z,River
http://www.wikidata.org/entity/Q969496,Esino,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15,15,cubic metre per second,19,,2024-04-10T03:06:56Z,River
http://www.wikidata.org/entity/Q1108368,Kungus,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,37.1,37.1,cubic metre per second,8,,2024-04-13T08:37:18Z,River
http://www.wikidata.org/entity/Q1199792,Yobe River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,15,15,cubic metre per second,19,,2024-08-30T14:07:41Z,River
http://www.wikidata.org/entity/Q3444760,Atabapo River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,700,700,cubic metre per second,14,,2024-07-08T03:01:22Z,River
http://www.wikidata.org/entity/Q1893265,Pánuco River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,481,481,cubic metre per second,19,,2024-10-11T17:29:25Z,River
http://www.wikidata.org/entity/Q604405,Ubaye,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,10.9,10.9,cubic metre per second,13,,2024-04-08T04:05:31Z,River
http://www.wikidata.org/entity/Q894199,Borzya River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,2.8,2.8,cubic metre per second,17,,2024-10-14T03:22:43Z,River
http://www.wikidata.org/entity/Q3257659,Lobva,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20.1,20.1,cubic metre per second,6,,2023-02-23T12:51:41Z,River
http://www.wikidata.org/entity/Q1312072,Chumysh,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,146,146,cubic metre per second,23,,2024-06-10T00:18:55Z,River
http://www.wikidata.org/entity/Q784682,Sozh,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,207,207,cubic metre per second,39,,2024-11-15T06:49:18Z,River
http://www.wikidata.org/entity/Q3458570,Palena River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,130,130,cubic metre per second,13,,2024-07-11T06:16:35Z,River
http://www.wikidata.org/entity/Q2030435,Oria,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,22.95,22.95,cubic metre per second,17,,2024-04-12T21:49:51Z,River
http://www.wikidata.org/entity/Q2000563,Khanui River,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,20,20,cubic metre per second,13,,2023-05-29T02:01:41Z,River
http://www.wikidata.org/entity/Q1338024,Klarälven,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,165,165,cubic metre per second,35,,2024-10-11T05:56:19Z,River
http://www.wikidata.org/entity/Q1325664,Tusciano,Geography,http://www.wikidata.org/prop/direct/P2225,http://www.wikidata.org/prop/direct/P2225,0.3,0.3,cubic metre per second,8,,2024-11-08T08:14:56Z,River
