entity,entityLabel,category,property,propertyLabel,value,unitLabel,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q4255256,Laucesa,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,69,kilometre,7,,2024-08-10T14:48:00Z,River
http://www.wikidata.org/entity/Q2155754,Turgeon River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,211,kilometre,7,,2023-02-26T20:27:35Z,River
http://www.wikidata.org/entity/Q1816805,Piusa River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,109,kilometre,26,,2024-07-03T06:02:24Z,River
http://www.wikidata.org/entity/Q21481208,Bebrupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30.7,kilometre,2,,2024-08-20T13:28:48Z,River
http://www.wikidata.org/entity/Q10997283,Taļķe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,32.8,kilometre,2,,2024-07-24T03:58:20Z,River
http://www.wikidata.org/entity/Q1331973,Olza,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,99,kilometre,28,,2024-09-27T09:13:02Z,River
http://www.wikidata.org/entity/Q23054963,Usha,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,63.2,kilometre,3,,2024-04-11T18:29:31Z,River
http://www.wikidata.org/entity/Q16356410,Vārniene,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,51.9,kilometre,2,,2024-08-01T05:45:10Z,River
http://www.wikidata.org/entity/Q179251,Morava,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,388,kilometre,64,,2024-04-19T14:04:35Z,River
http://www.wikidata.org/entity/Q2300210,Švėtė,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,131.1,kilometre,18,,2024-09-20T15:43:14Z,River
http://www.wikidata.org/entity/Q16355851,Vija,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,66.5,kilometre,4,,2024-09-01T10:04:16Z,River
http://www.wikidata.org/entity/Q15975671,Poguļanka,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,23,kilometre,4,,2024-10-29T04:08:31Z,River
http://www.wikidata.org/entity/Q35344120,Lokmene,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,25.5,kilometre,2,,2024-11-30T07:22:55Z,River
http://www.wikidata.org/entity/Q7541246,Slocene,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,52.6,kilometre,7,,2024-04-13T18:02:13Z,River
http://www.wikidata.org/entity/Q10978705,Ilūkste,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,45.6,kilometre,4,,2024-04-14T01:13:12Z,River
http://www.wikidata.org/entity/Q3486539,Čeriaukštė,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,33.2,kilometre,6,,2024-03-28T08:08:07Z,River
http://www.wikidata.org/entity/Q16353806,Ciecere River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,58.1,kilometre,5,,2023-10-19T04:11:02Z,River
http://www.wikidata.org/entity/Q16352618,Smakupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,23.9,kilometre,2,,2024-11-26T20:10:39Z,River
http://www.wikidata.org/entity/Q30320419,Vecslocene,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,12.3,kilometre,2,,2024-11-01T20:58:39Z,River
http://www.wikidata.org/entity/Q1427985,Laakkanal,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,4.526,metre,2,,2024-01-03T12:23:40Z,River
http://www.wikidata.org/entity/Q34958022,Jaša,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,34.1,kilometre,2,,2024-08-31T06:00:58Z,River
http://www.wikidata.org/entity/Q16362251,Līksna,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,59.2,kilometre,5,,2024-11-26T05:23:41Z,River
http://www.wikidata.org/entity/Q3541688,Rūja,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,85.3,kilometre,9,,2024-09-01T07:12:53Z,River
http://www.wikidata.org/entity/Q293570,Õhne River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,102.5,kilometre,20,,2024-10-21T07:51:24Z,River
http://www.wikidata.org/entity/Q216950,Abakan,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,514,kilometre,45,,2024-11-29T13:27:58Z,River
http://www.wikidata.org/entity/Q5058777,Cena River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,18.2,kilometre,7,,2024-11-14T18:23:09Z,River
http://www.wikidata.org/entity/Q27055668,Teitupīte,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,11.8,kilometre,2,,2024-10-31T05:31:13Z,River
http://www.wikidata.org/entity/Q35360861,Kaulina,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,27.8,kilometre,2,,2024-08-18T07:30:40Z,River
http://www.wikidata.org/entity/Q14917194,Platone,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,72.2,kilometre,5,,2024-09-20T15:52:07Z,River
http://www.wikidata.org/entity/Q21481199,Bikstupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,37,kilometre,2,,2023-09-12T15:22:19Z,River
http://www.wikidata.org/entity/Q18543581,Ķekava,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,33.4,kilometre,4,,2024-08-13T07:42:04Z,River
http://www.wikidata.org/entity/Q4422983,Slavonický potok,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,15.9,kilometre,6,,2023-12-06T21:22:41Z,River
http://www.wikidata.org/entity/Q22401370,Rivière à l'Huile,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,30,kilometre,3,,2024-03-12T12:12:14Z,River
http://www.wikidata.org/entity/Q21663593,Bruzile,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,25.2,kilometre,2,,2024-08-11T18:52:44Z,River
http://www.wikidata.org/entity/Q7240277,Liepna,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,58.3,kilometre,5,,2024-04-06T18:36:47Z,River
http://www.wikidata.org/entity/Q2664714,Böhmische Schwarzach,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,24.47,kilometre,2,,2023-11-25T04:05:05Z,River
http://www.wikidata.org/entity/Q11198962,Alūksne River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,27.5,kilometre,3,,2024-10-29T04:03:35Z,River
http://www.wikidata.org/entity/Q21150288,Avīkne,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,28.1,kilometre,2,,2024-07-25T06:53:21Z,River
http://www.wikidata.org/entity/Q22694727,Zottbach,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,28.88,kilometre,4,,2024-01-22T23:45:42Z,River
http://www.wikidata.org/entity/Q16363350,Q16363350,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,17.9,kilometre,3,,2024-10-26T13:39:43Z,River
http://www.wikidata.org/entity/Q1470035,Merced River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,233,kilometre,27,,2024-01-20T16:28:25Z,River
http://www.wikidata.org/entity/Q16353180,Suda,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,39.4,kilometre,2,,2023-07-13T09:39:22Z,River
http://www.wikidata.org/entity/Q1029502,Moloma,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,419,kilometre,22,,2024-11-18T04:23:22Z,River
http://www.wikidata.org/entity/Q20405758,Užava,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,64,kilometre,5,,2024-09-20T12:30:27Z,River
http://www.wikidata.org/entity/Q2741927,Aulnois,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,11.58,kilometre,8,,2024-04-09T04:02:27Z,River
http://www.wikidata.org/entity/Q14917187,Losis,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,38.2,kilometre,5,,2024-04-14T07:30:41Z,River
http://www.wikidata.org/entity/Q16358312,Īģe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,55.4,kilometre,4,,2024-04-08T07:54:13Z,River
http://www.wikidata.org/entity/Q12679038,Zvirgzde River,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,29.8,kilometre,4,,2024-08-05T18:54:47Z,River
http://www.wikidata.org/entity/Q16356128,Vitrupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,48.9,kilometre,5,,2024-09-12T12:35:21Z,River
http://www.wikidata.org/entity/Q4056809,Aģe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,44.1,kilometre,7,,2024-09-12T12:36:31Z,River
http://www.wikidata.org/entity/Q12375648,Seda,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,67.6,kilometre,11,,2024-06-09T00:24:19Z,River
http://www.wikidata.org/entity/Q3392,Nile,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,6650,kilometre,229,,2024-11-25T08:36:12Z,River
http://www.wikidata.org/entity/Q854581,Bečva,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,8.7,kilometre,5,,2024-08-26T02:43:26Z,River
http://www.wikidata.org/entity/Q14917181,Kumpota,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,18.4,kilometre,3,,2024-07-26T09:17:59Z,River
http://www.wikidata.org/entity/Q2826139,Q2826139,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,14.2,kilometre,3,,2024-10-07T10:48:42Z,River
http://www.wikidata.org/entity/Q23059167,Sprincupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,16.3,kilometre,2,,2024-11-14T21:19:42Z,River
http://www.wikidata.org/entity/Q3511505,Īslīce,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,60.7,kilometre,7,,2023-01-11T20:23:33Z,River
http://www.wikidata.org/entity/Q26472941,Lētīža,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,40.4,kilometre,3,,2023-09-22T04:32:56Z,River
http://www.wikidata.org/entity/Q5248676,Nereta,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,28.5,kilometre,5,,2024-09-21T12:50:20Z,River
http://www.wikidata.org/entity/Q16351202,Amula,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,60.7,kilometre,3,,2023-07-20T08:22:32Z,River
http://www.wikidata.org/entity/Q16353305,Svētupe,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,58.2,kilometre,6,,2024-09-12T12:34:37Z,River
http://www.wikidata.org/entity/Q16362680,Loja,Geography,http://www.wikidata.org/prop/direct/P2043,http://www.wikidata.org/prop/direct/P2043,24.9,kilometre,3,,2024-08-28T06:09:52Z,River
