rowID,entity,entityLabel,domain,property,propertyLabel,value,roundedValue,unitLabel,sitelinks,dateModified,entityType,question,fileName,sheetName,days_since_last_modified
1144,http://www.wikidata.org/entity/Q2734692,Superhuman Samurai Syber-Squad,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,8,2024-10-19 22:28:37,science fiction television program,What was the number of seasons of the science fiction television program Superhuman Samurai Syber-Squad?,Entertainment.xlsx,TVSeries_numberOfSeasons,73
1145,http://www.wikidata.org/entity/Q117396,CSI: Crime Scene Investigation,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,16,16,number,61,2023-12-04 01:07:20,drama television series,What was the number of seasons of the drama television series CSI: Crime Scene Investigation?,Entertainment.xlsx,TVSeries_numberOfSeasons,393
1146,http://www.wikidata.org/entity/Q20154656,Yong-pal,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,21,2024-08-25 20:45:22,action television series,What was the number of seasons of the action television series Yong-pal?,Entertainment.xlsx,TVSeries_numberOfSeasons,128
1147,http://www.wikidata.org/entity/Q156329,Star Trek: Voyager,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,7,7,number,51,2024-06-02 22:13:18,science fiction television program,What was the number of seasons of the science fiction television program Star Trek: Voyager?,Entertainment.xlsx,TVSeries_numberOfSeasons,212
1148,http://www.wikidata.org/entity/Q853301,Beyond Westworld,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,6,2024-12-06 17:08:54,science fiction television program,What was the number of seasons of the science fiction television program Beyond Westworld?,Entertainment.xlsx,TVSeries_numberOfSeasons,25
1149,http://www.wikidata.org/entity/Q2086375,Big Bad Beetleborgs,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,10,2024-09-01 00:28:43,science fiction television program,What was the number of seasons of the science fiction television program Big Bad Beetleborgs?,Entertainment.xlsx,TVSeries_numberOfSeasons,121
1150,http://www.wikidata.org/entity/Q57695644,Pennyworth,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,19,2024-11-23 09:01:17,action television series,What was the number of seasons of the action television series Pennyworth?,Entertainment.xlsx,TVSeries_numberOfSeasons,38
1151,http://www.wikidata.org/entity/Q29573218,İsimsizler,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,2,2024-10-27 00:40:48,action television series,What was the number of seasons of the action television series İsimsizler?,Entertainment.xlsx,TVSeries_numberOfSeasons,65
1152,http://www.wikidata.org/entity/Q471138,The New Tomorrow,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,5,2024-11-18 01:39:39,science fiction television program,What was the number of seasons of the science fiction television program The New Tomorrow?,Entertainment.xlsx,TVSeries_numberOfSeasons,43
1153,http://www.wikidata.org/entity/Q385943,Police Rescue,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,6,2024-11-11 04:59:30,drama television series,What was the number of seasons of the drama television series Police Rescue?,Entertainment.xlsx,TVSeries_numberOfSeasons,50
1154,http://www.wikidata.org/entity/Q657308,Lexx,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,17,2024-11-25 06:11:35,science fiction television program,What was the number of seasons of the science fiction television program Lexx?,Entertainment.xlsx,TVSeries_numberOfSeasons,36
1155,http://www.wikidata.org/entity/Q3437074,Rocket Robin Hood,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,6,2024-11-02 22:16:28,science fiction television program,What was the number of seasons of the science fiction television program Rocket Robin Hood?,Entertainment.xlsx,TVSeries_numberOfSeasons,59
1156,http://www.wikidata.org/entity/Q584745,Day Break,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,14,2024-11-23 09:05:30,science fiction television program,What was the number of seasons of the science fiction television program Day Break?,Entertainment.xlsx,TVSeries_numberOfSeasons,38
1157,http://www.wikidata.org/entity/Q464099,The Mask of Analia,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,21,2024-11-17 15:28:12,drama television series,What was the number of seasons of the drama television series The Mask of Analia?,Entertainment.xlsx,TVSeries_numberOfSeasons,44
1158,http://www.wikidata.org/entity/Q260654,Joan of Arcadia,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,20,2024-10-11 16:45:57,drama television series,What was the number of seasons of the drama television series Joan of Arcadia?,Entertainment.xlsx,TVSeries_numberOfSeasons,81
1159,http://www.wikidata.org/entity/Q218567,Law & Order: Special Victims Unit,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,26,26,number,37,2024-09-16 21:46:21,drama television series,What was the number of seasons of the drama television series Law & Order: Special Victims Unit?,Entertainment.xlsx,TVSeries_numberOfSeasons,106
1160,http://www.wikidata.org/entity/Q604202,Galactica 1980,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,14,2024-11-23 09:10:35,science fiction television program,What was the number of seasons of the science fiction television program Galactica 1980?,Entertainment.xlsx,TVSeries_numberOfSeasons,38
1161,http://www.wikidata.org/entity/Q3015580,Dans une galaxie près de chez vous,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,2,2024-10-28 13:57:27,science fiction television program,What was the number of seasons of the science fiction television program Dans une galaxie près de chez vous?,Entertainment.xlsx,TVSeries_numberOfSeasons,64
1162,http://www.wikidata.org/entity/Q172426,"Pablo Escobar, The Drug Lord",Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,12,2024-07-13 11:16:05,drama television series,"What was the number of seasons of the drama television series Pablo Escobar, The Drug Lord?",Entertainment.xlsx,TVSeries_numberOfSeasons,171
1163,http://www.wikidata.org/entity/Q94713,Terminator: The Sarah Connor Chronicles,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,38,2024-12-08 19:56:39,science fiction television program,What was the number of seasons of the science fiction television program Terminator: The Sarah Connor Chronicles?,Entertainment.xlsx,TVSeries_numberOfSeasons,23
1164,http://www.wikidata.org/entity/Q25210958,Knightfall,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,13,2024-10-09 02:21:24,action television series,What was the number of seasons of the action television series Knightfall?,Entertainment.xlsx,TVSeries_numberOfSeasons,83
1165,http://www.wikidata.org/entity/Q2655213,Bugs,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,8,2024-10-14 02:02:40,science fiction television program,What was the number of seasons of the science fiction television program Bugs?,Entertainment.xlsx,TVSeries_numberOfSeasons,78
1166,http://www.wikidata.org/entity/Q27184760,İçerde,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,18,2024-10-19 12:58:17,action television series,What was the number of seasons of the action television series İçerde?,Entertainment.xlsx,TVSeries_numberOfSeasons,73
1167,http://www.wikidata.org/entity/Q174390,State of Play,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,13,2024-07-15 05:50:01,drama television series,What was the number of seasons of the drama television series State of Play?,Entertainment.xlsx,TVSeries_numberOfSeasons,169
1168,http://www.wikidata.org/entity/Q2946304,Century City,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,2,2024-10-26 22:22:51,science fiction television program,What was the number of seasons of the science fiction television program Century City?,Entertainment.xlsx,TVSeries_numberOfSeasons,66
1169,http://www.wikidata.org/entity/Q692514,Defying Gravity,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,10,2024-11-26 09:18:47,science fiction television program,What was the number of seasons of the science fiction television program Defying Gravity?,Entertainment.xlsx,TVSeries_numberOfSeasons,35
1170,http://www.wikidata.org/entity/Q56063639,Arthdal Chronicles,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,15,2024-11-22 12:59:28,action television series,What was the number of seasons of the action television series Arthdal Chronicles?,Entertainment.xlsx,TVSeries_numberOfSeasons,39
1171,http://www.wikidata.org/entity/Q340827,Eight Hours Don't Make a Day,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,5,2024-11-02 19:39:39,drama television series,What was the number of seasons of the drama television series Eight Hours Don't Make a Day?,Entertainment.xlsx,TVSeries_numberOfSeasons,59
1172,http://www.wikidata.org/entity/Q2699347,Lab Rats,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,22,2024-10-15 19:06:15,science fiction television program,What was the number of seasons of the science fiction television program Lab Rats?,Entertainment.xlsx,TVSeries_numberOfSeasons,77
1173,http://www.wikidata.org/entity/Q564345,Person of Interest,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,43,2024-11-22 23:38:15,science fiction television program,What was the number of seasons of the science fiction television program Person of Interest?,Entertainment.xlsx,TVSeries_numberOfSeasons,39
1174,http://www.wikidata.org/entity/Q250868,El Barco,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,18,2024-10-08 17:39:25,science fiction television program,What was the number of seasons of the science fiction television program El Barco?,Entertainment.xlsx,TVSeries_numberOfSeasons,84
1175,http://www.wikidata.org/entity/Q340121,Aim for the Ace!,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,15,2024-11-02 16:45:47,drama television series,What was the number of seasons of the drama television series Aim for the Ace!?,Entertainment.xlsx,TVSeries_numberOfSeasons,59
1176,http://www.wikidata.org/entity/Q2291892,Miracles,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,5,2024-09-26 02:58:21,science fiction television program,What was the number of seasons of the science fiction television program Miracles?,Entertainment.xlsx,TVSeries_numberOfSeasons,96
1177,http://www.wikidata.org/entity/Q383222,Kingdom Hospital,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,16,2024-11-10 19:59:20,drama television series,What was the number of seasons of the drama television series Kingdom Hospital?,Entertainment.xlsx,TVSeries_numberOfSeasons,51
1178,http://www.wikidata.org/entity/Q3279701,RoboCop: Prime Directives,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,10,2024-10-30 09:49:09,science fiction television program,What was the number of seasons of the science fiction television program RoboCop: Prime Directives?,Entertainment.xlsx,TVSeries_numberOfSeasons,62
1179,http://www.wikidata.org/entity/Q558112,Black Mirror,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,6,6,number,63,2024-11-22 11:07:21,science fiction television program,What was the number of seasons of the science fiction television program Black Mirror?,Entertainment.xlsx,TVSeries_numberOfSeasons,39
1180,http://www.wikidata.org/entity/Q940655,UFO,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,14,2024-12-08 19:44:51,science fiction television program,What was the number of seasons of the science fiction television program UFO?,Entertainment.xlsx,TVSeries_numberOfSeasons,23
1181,http://www.wikidata.org/entity/Q579554,Caprica,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,22,2024-11-23 09:02:30,science fiction television program,What was the number of seasons of the science fiction television program Caprica?,Entertainment.xlsx,TVSeries_numberOfSeasons,38
1182,http://www.wikidata.org/entity/Q628116,The Listener,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,18,2024-11-24 10:26:48,science fiction television program,What was the number of seasons of the science fiction television program The Listener?,Entertainment.xlsx,TVSeries_numberOfSeasons,37
1183,http://www.wikidata.org/entity/Q48796994,The Boys,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,45,2024-11-18 09:25:51,action television series,What was the number of seasons of the action television series The Boys?,Entertainment.xlsx,TVSeries_numberOfSeasons,43
1184,http://www.wikidata.org/entity/Q3398728,Terrahawks,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,5,2024-11-02 08:40:52,science fiction television program,What was the number of seasons of the science fiction television program Terrahawks?,Entertainment.xlsx,TVSeries_numberOfSeasons,59
1185,http://www.wikidata.org/entity/Q2269591,Invasion America,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,10,2024-09-24 07:15:28,science fiction television program,What was the number of seasons of the science fiction television program Invasion America?,Entertainment.xlsx,TVSeries_numberOfSeasons,98
1186,http://www.wikidata.org/entity/Q179837,Out of This World,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,11,2024-07-22 04:14:10,science fiction television program,What was the number of seasons of the science fiction television program Out of This World?,Entertainment.xlsx,TVSeries_numberOfSeasons,162
1187,http://www.wikidata.org/entity/Q27089570,The Punisher,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,33,2024-10-19 12:58:17,action television series,What was the number of seasons of the action television series The Punisher?,Entertainment.xlsx,TVSeries_numberOfSeasons,73
1188,http://www.wikidata.org/entity/Q128272,Within These Walls,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,2,2024-03-24 21:35:44,drama television series,What was the number of seasons of the drama television series Within These Walls?,Entertainment.xlsx,TVSeries_numberOfSeasons,282
1189,http://www.wikidata.org/entity/Q210503,Shark,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,22,2024-09-02 00:53:51,drama television series,What was the number of seasons of the drama television series Shark?,Entertainment.xlsx,TVSeries_numberOfSeasons,120
1190,http://www.wikidata.org/entity/Q2403605,Garth Marenghi's Darkplace,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,6,2024-10-03 13:49:18,science fiction television program,What was the number of seasons of the science fiction television program Garth Marenghi's Darkplace?,Entertainment.xlsx,TVSeries_numberOfSeasons,89
1191,http://www.wikidata.org/entity/Q32816,The Sarah Jane Adventures,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,28,2024-10-30 10:04:52,science fiction television program,What was the number of seasons of the science fiction television program The Sarah Jane Adventures?,Entertainment.xlsx,TVSeries_numberOfSeasons,62
1192,http://www.wikidata.org/entity/Q216919,Six Feet Under,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,42,2024-09-15 20:16:27,drama television series,What was the number of seasons of the drama television series Six Feet Under?,Entertainment.xlsx,TVSeries_numberOfSeasons,107
1193,http://www.wikidata.org/entity/Q21152166,"Tomorrow, When the War Began",Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,4,2024-09-03 10:33:04,action television series,"What was the number of seasons of the action television series Tomorrow, When the War Began?",Entertainment.xlsx,TVSeries_numberOfSeasons,119
1194,http://www.wikidata.org/entity/Q187462,Stargate SG-1,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,10,10,number,61,2024-08-04 18:59:08,science fiction television program,What was the number of seasons of the science fiction television program Stargate SG-1?,Entertainment.xlsx,TVSeries_numberOfSeasons,149
1195,http://www.wikidata.org/entity/Q2437612,Android Kikaider,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,7,2024-10-05 08:53:23,science fiction television program,What was the number of seasons of the science fiction television program Android Kikaider?,Entertainment.xlsx,TVSeries_numberOfSeasons,87
1196,http://www.wikidata.org/entity/Q3284030,Tattooed Teenage Alien Fighters from Beverly Hills,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,3,2024-10-30 12:21:31,science fiction television program,What was the number of seasons of the science fiction television program Tattooed Teenage Alien Fighters from Beverly Hills?,Entertainment.xlsx,TVSeries_numberOfSeasons,62
1197,http://www.wikidata.org/entity/Q3205038,Logan's Run,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,5,2024-10-29 21:44:28,science fiction television program,What was the number of seasons of the science fiction television program Logan's Run?,Entertainment.xlsx,TVSeries_numberOfSeasons,63
1198,http://www.wikidata.org/entity/Q470118,Surface,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,11,2024-11-18 00:05:21,science fiction television program,What was the number of seasons of the science fiction television program Surface?,Entertainment.xlsx,TVSeries_numberOfSeasons,43
1199,http://www.wikidata.org/entity/Q639740,Pioneer One,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,9,2024-11-24 12:35:42,science fiction television program,What was the number of seasons of the science fiction television program Pioneer One?,Entertainment.xlsx,TVSeries_numberOfSeasons,37
1200,http://www.wikidata.org/entity/Q3707720,Otherworld,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,3,2024-11-07 21:34:37,science fiction television program,What was the number of seasons of the science fiction television program Otherworld?,Entertainment.xlsx,TVSeries_numberOfSeasons,54
1201,http://www.wikidata.org/entity/Q210505,Chase,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,12,2024-09-02 00:57:34,drama television series,What was the number of seasons of the drama television series Chase?,Entertainment.xlsx,TVSeries_numberOfSeasons,120
1202,http://www.wikidata.org/entity/Q558413,K-9,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,15,2024-11-22 11:07:21,science fiction television program,What was the number of seasons of the science fiction television program K-9?,Entertainment.xlsx,TVSeries_numberOfSeasons,39
1203,http://www.wikidata.org/entity/Q128247,Beasts,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,2,2024-03-24 21:35:37,drama television series,What was the number of seasons of the drama television series Beasts?,Entertainment.xlsx,TVSeries_numberOfSeasons,282
1204,http://www.wikidata.org/entity/Q209878,Rome,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,41,2024-09-01 15:13:08,drama television series,What was the number of seasons of the drama television series Rome?,Entertainment.xlsx,TVSeries_numberOfSeasons,121
1205,http://www.wikidata.org/entity/Q470111,Medium,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,7,7,number,34,2024-11-17 23:22:29,drama television series,What was the number of seasons of the drama television series Medium?,Entertainment.xlsx,TVSeries_numberOfSeasons,44
1206,http://www.wikidata.org/entity/Q2495330,Hard Time on Planet Earth,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,7,2024-10-08 08:27:08,science fiction television program,What was the number of seasons of the science fiction television program Hard Time on Planet Earth?,Entertainment.xlsx,TVSeries_numberOfSeasons,84
1207,http://www.wikidata.org/entity/Q1500957,The Secret World of Alex Mack,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,20,2024-05-16 15:20:44,science fiction television program,What was the number of seasons of the science fiction television program The Secret World of Alex Mack?,Entertainment.xlsx,TVSeries_numberOfSeasons,229
1208,http://www.wikidata.org/entity/Q125844,The Guardians,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,2,2024-03-16 06:57:02,science fiction television program,What was the number of seasons of the science fiction television program The Guardians?,Entertainment.xlsx,TVSeries_numberOfSeasons,290
1209,http://www.wikidata.org/entity/Q1811728,Lloyd in Space,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,11,2024-07-23 16:32:52,science fiction television program,What was the number of seasons of the science fiction television program Lloyd in Space?,Entertainment.xlsx,TVSeries_numberOfSeasons,161
1210,http://www.wikidata.org/entity/Q123760,Voyage to the Bottom of the Sea,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,14,2024-02-19 06:43:05,science fiction television program,What was the number of seasons of the science fiction television program Voyage to the Bottom of the Sea?,Entertainment.xlsx,TVSeries_numberOfSeasons,316
1211,http://www.wikidata.org/entity/Q279881,Cane,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,10,2024-10-22 03:00:45,drama television series,What was the number of seasons of the drama television series Cane?,Entertainment.xlsx,TVSeries_numberOfSeasons,70
1212,http://www.wikidata.org/entity/Q715010,Manimal,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,10,2024-11-27 13:03:06,science fiction television program,What was the number of seasons of the science fiction television program Manimal?,Entertainment.xlsx,TVSeries_numberOfSeasons,34
1213,http://www.wikidata.org/entity/Q1189775,Viper,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,11,2023-12-23 20:55:50,science fiction television program,What was the number of seasons of the science fiction television program Viper?,Entertainment.xlsx,TVSeries_numberOfSeasons,374
1214,http://www.wikidata.org/entity/Q3008161,Cybergirl,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,6,2024-10-28 07:38:02,science fiction television program,What was the number of seasons of the science fiction television program Cybergirl?,Entertainment.xlsx,TVSeries_numberOfSeasons,64
1215,http://www.wikidata.org/entity/Q4791638,Ark II,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,4,2024-11-18 05:34:37,science fiction television program,What was the number of seasons of the science fiction television program Ark II?,Entertainment.xlsx,TVSeries_numberOfSeasons,43
1216,http://www.wikidata.org/entity/Q560416,Power Rangers Megaforce,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,20,2024-11-22 12:59:25,science fiction television program,What was the number of seasons of the science fiction television program Power Rangers Megaforce?,Entertainment.xlsx,TVSeries_numberOfSeasons,39
1217,http://www.wikidata.org/entity/Q128236,The Adventures of Black Beauty,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,7,2024-03-24 21:35:23,drama television series,What was the number of seasons of the drama television series The Adventures of Black Beauty?,Entertainment.xlsx,TVSeries_numberOfSeasons,282
1218,http://www.wikidata.org/entity/Q844099,Sanctuary,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,4,4,number,22,2024-12-06 08:52:16,science fiction television program,What was the number of seasons of the science fiction television program Sanctuary?,Entertainment.xlsx,TVSeries_numberOfSeasons,25
1219,http://www.wikidata.org/entity/Q421733,Lou Grant,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,14,2024-11-14 21:10:51,drama television series,What was the number of seasons of the drama television series Lou Grant?,Entertainment.xlsx,TVSeries_numberOfSeasons,47
1220,http://www.wikidata.org/entity/Q23673,Once Upon a Time,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,7,7,number,50,2024-10-01 15:18:41,drama television series,What was the number of seasons of the drama television series Once Upon a Time?,Entertainment.xlsx,TVSeries_numberOfSeasons,91
1221,http://www.wikidata.org/entity/Q670579,The Incredible Hulk,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,5,5,number,17,2024-11-25 13:59:17,science fiction television program,What was the number of seasons of the science fiction television program The Incredible Hulk?,Entertainment.xlsx,TVSeries_numberOfSeasons,36
1222,http://www.wikidata.org/entity/Q467533,Dong Yi,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,25,2024-11-17 18:05:33,drama television series,What was the number of seasons of the drama television series Dong Yi?,Entertainment.xlsx,TVSeries_numberOfSeasons,44
1223,http://www.wikidata.org/entity/Q1583654,H+: The Digital Series,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,4,2024-06-10 07:34:45,science fiction television program,What was the number of seasons of the science fiction television program H+: The Digital Series?,Entertainment.xlsx,TVSeries_numberOfSeasons,204
1224,http://www.wikidata.org/entity/Q3854590,Men into Space,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,3,2024-11-11 03:28:36,science fiction television program,What was the number of seasons of the science fiction television program Men into Space?,Entertainment.xlsx,TVSeries_numberOfSeasons,50
1225,http://www.wikidata.org/entity/Q1442265,Spellbinder: Land of the Dragon Lord,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,14,2024-05-05 22:58:41,science fiction television program,What was the number of seasons of the science fiction television program Spellbinder: Land of the Dragon Lord?,Entertainment.xlsx,TVSeries_numberOfSeasons,240
1226,http://www.wikidata.org/entity/Q716896,The Secret Adventures of Jules Verne,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,3,2024-11-27 15:34:18,science fiction television program,What was the number of seasons of the science fiction television program The Secret Adventures of Jules Verne?,Entertainment.xlsx,TVSeries_numberOfSeasons,34
1227,http://www.wikidata.org/entity/Q247643,Elementary,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,7,7,number,38,2024-10-07 10:01:24,drama television series,What was the number of seasons of the drama television series Elementary?,Entertainment.xlsx,TVSeries_numberOfSeasons,85
1228,http://www.wikidata.org/entity/Q221237,Jericho,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,35,2024-09-18 02:06:00,drama television series,What was the number of seasons of the drama television series Jericho?,Entertainment.xlsx,TVSeries_numberOfSeasons,104
1229,http://www.wikidata.org/entity/Q281955,Baa Baa Black Sheep,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,6,2024-10-23 22:01:04,drama television series,What was the number of seasons of the drama television series Baa Baa Black Sheep?,Entertainment.xlsx,TVSeries_numberOfSeasons,69
1230,http://www.wikidata.org/entity/Q2464086,Denjin Zaborger,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,5,2024-10-06 02:12:52,science fiction television program,What was the number of seasons of the science fiction television program Denjin Zaborger?,Entertainment.xlsx,TVSeries_numberOfSeasons,86
1231,http://www.wikidata.org/entity/Q23628,The Sopranos,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,6,6,number,72,2024-09-30 18:56:12,drama television series,What was the number of seasons of the drama television series The Sopranos?,Entertainment.xlsx,TVSeries_numberOfSeasons,92
1232,http://www.wikidata.org/entity/Q305312,Dark Justice,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,3,3,number,5,2024-10-29 03:41:41,drama television series,What was the number of seasons of the drama television series Dark Justice?,Entertainment.xlsx,TVSeries_numberOfSeasons,63
1233,http://www.wikidata.org/entity/Q2961434,Shadow Chasers,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,4,2024-10-27 00:44:26,science fiction television program,What was the number of seasons of the science fiction television program Shadow Chasers?,Entertainment.xlsx,TVSeries_numberOfSeasons,65
1234,http://www.wikidata.org/entity/Q973399,Masters of Science Fiction,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,9,2024-12-30 00:01:18,science fiction television program,What was the number of seasons of the science fiction television program Masters of Science Fiction?,Entertainment.xlsx,TVSeries_numberOfSeasons,1
1235,http://www.wikidata.org/entity/Q223977,Mad Men,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,7,7,number,49,2024-09-20 15:08:03,drama television series,What was the number of seasons of the drama television series Mad Men?,Entertainment.xlsx,TVSeries_numberOfSeasons,102
1236,http://www.wikidata.org/entity/Q28518342,La peste,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,8,2024-10-24 16:16:05,action television series,What was the number of seasons of the action television series La peste?,Entertainment.xlsx,TVSeries_numberOfSeasons,68
1237,http://www.wikidata.org/entity/Q483425,The Snow Queen,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,9,2024-11-18 08:38:25,drama television series,What was the number of seasons of the drama television series The Snow Queen?,Entertainment.xlsx,TVSeries_numberOfSeasons,43
1238,http://www.wikidata.org/entity/Q3657905,"Benji, Zax & the Alien Prince",Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,1,1,number,4,2024-11-07 10:06:03,science fiction television program,"What was the number of seasons of the science fiction television program Benji, Zax & the Alien Prince?",Entertainment.xlsx,TVSeries_numberOfSeasons,54
1239,http://www.wikidata.org/entity/Q21148896,Iron Fist,Entertainment,http://www.wikidata.org/prop/direct/P2437,number of seasons,2,2,number,39,2024-09-03 09:35:51,action television series,What was the number of seasons of the action television series Iron Fist?,Entertainment.xlsx,TVSeries_numberOfSeasons,119
