entity,entityLabel,category,property,propertyLabel,value,year,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q3958,Neubrandenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,64086,2019,76,,2024-11-17T17:01:52Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,53873,1991,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58544,2002,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3939,Dinslaken,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,67762,2022,50,,2024-11-17T19:06:28Z
http://www.wikidata.org/entity/Q4011,Wesel,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,61330,2022,59,,2024-11-17T12:44:50Z
http://www.wikidata.org/entity/Q3992,Liège,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,195278,2022,123,,2024-09-26T09:18:45Z
http://www.wikidata.org/entity/Q3958,Neubrandenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,64259,2017,76,,2024-11-17T17:01:52Z
http://www.wikidata.org/entity/Q3939,Dinslaken,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,67949,2023,50,,2024-11-17T19:06:28Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58811,2006,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3932,São Tomé,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,71868,2015,137,,2024-11-25T12:18:07Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,49572,1967,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3935,Windhoek,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,322500,2010,169,,2024-11-25T02:05:46Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58993,2007,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,59156,2009,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,54506,1992,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,59208,2008,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,59215,2010,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,56679,2021,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50048,1984,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50241,1983,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50299,1981,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,54963,1993,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58230,2022,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q3992,Liège,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,196291,2014,123,,2024-09-26T09:18:45Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,59646,2019,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,57015,2020,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50468,1986,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50486,1980,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3932,São Tomé,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,49541,1997,137,,2024-11-25T12:18:07Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,80414,1980,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,60330,2010,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50554,1978,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,50641,1968,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3992,Liège,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,196623,2020,123,,2024-09-26T09:18:45Z
http://www.wikidata.org/entity/Q3992,Liège,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,196685,2019,123,,2024-09-26T09:18:45Z
http://www.wikidata.org/entity/Q3932,São Tomé,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,49957,2001,137,,2024-11-25T12:18:07Z
http://www.wikidata.org/entity/Q3932,São Tomé,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,49997,2000,137,,2024-11-25T12:18:07Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,62433,1970,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,51141,1976,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,51311,1987,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3935,Windhoek,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,325858,2011,169,,2024-11-25T02:05:46Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58018,2013,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,56045,1995,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3992,Liège,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,197355,2018,123,,2024-09-26T09:18:45Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,48920,1966,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q3935,Windhoek,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,395000,2016,169,,2024-11-25T02:05:46Z
http://www.wikidata.org/entity/Q3935,Windhoek,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,431000,2020,169,,2024-11-25T02:05:46Z
http://www.wikidata.org/entity/Q3929,Port Louis,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,149194,2012,150,,2024-11-25T04:07:50Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,72131,2000,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,51553,1970,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,51553,1975,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4044,Offenburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,46904,1964,63,,2024-11-17T15:17:21Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86131,1990,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q4024,Frankfurt an der Oder,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,58237,2017,91,,2024-11-17T17:19:15Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,718960,2012,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,275722,1970,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,303314,2014,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q598,Rzeszów,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,171227,2010,98,,2024-11-21T07:11:08Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,737098,2010,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,83913,1991,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79342,1988,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,336465,2022,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,79387,1961,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,331885,2021,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,327258,2019,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,84182,1965,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,93499,2019,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q612,Dubai,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3564931,2023,207,,2024-10-29T14:23:47Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,327503,2011,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,854003,1988,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,84571,1992,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,88200,2012,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,276653,1987,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q612,Dubai,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3331420,2020,207,,2024-10-29T14:23:47Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,327919,2017,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,285711,2021,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,673469,2018,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,299910,2015,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,276499,2019,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q612,Dubai,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,3286620,2019,207,,2024-10-29T14:23:47Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,318809,2015,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,89639,2013,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,85022,1967,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,85215,1966,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q598,Rzeszów,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,195871,2021,98,,2024-11-21T07:11:08Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,309869,2012,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,80738,1981,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,328619,2012,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,279200,2023,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81049,1979,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,655279,2023,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81131,1962,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,310358,2010,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,313340,2011,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,85873,1968,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q612,Dubai,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2106177,2013,207,,2024-10-29T14:23:47Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,305765,2011,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q598,Rzeszów,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,182548,2013,98,,2024-11-21T07:11:08Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,76898,1986,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86213,1994,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86216,1993,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,693494,2020,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81589,1980,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86254,1996,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,292234,1990,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,81675,1963,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,77054,1984,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,324899,2010,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,623966,2013,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,91116,2014,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,319960,2014,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,320820,2015,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,315774,2012,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86596,1998,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,452000,1921,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86717,1970,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,311287,2013,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,82111,1977,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,322960,2015,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,288148,1980,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86897,2000,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,672000,1939,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86939,2011,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,297197,2017,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,82341,1976,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,302247,2000,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,325490,2017,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,283711,1975,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,330245,2012,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q612,Dubai,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,2502715,2016,207,,2024-10-29T14:23:47Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87146,1999,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,670642,2021,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87207,2008,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,330444,2013,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,330579,2021,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,143850,1961,159,,2024-11-24T09:48:35Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87502,2001,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,280190,2022,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87591,2002,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87673,2005,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,717710,2024,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,86730,1973,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87735,2010,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q588,Katowice,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,321000,2005,162,,2024-11-21T07:11:49Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,681071,2019,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q622,Ludwigsburg,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,87280,2006,84,,2024-11-17T08:07:40Z
http://www.wikidata.org/entity/Q585,Oslo,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,709037,2023,235,,2024-11-03T18:04:43Z
http://www.wikidata.org/entity/Q580,Łódź,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,715360,2013,134,,2024-10-26T21:56:39Z
http://www.wikidata.org/entity/Q586,Bonn,History,http://www.wikidata.org/prop/direct/P1082,http://www.wikidata.org/prop/direct/P1082,317269,2013,159,,2024-11-24T09:48:35Z
