entity,entityLabel,category,property,propertyLabel,value,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q91655961,unpentseptium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,157,1,,2024-06-12T08:31:34Z
http://www.wikidata.org/entity/Q91655977,unpentoctium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,158,0,,2024-06-12T08:31:33Z
http://www.wikidata.org/entity/Q92113383,unpentennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,159,0,,2024-06-12T08:31:31Z
http://www.wikidata.org/entity/Q91655999,unhexnilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,160,1,,2024-06-12T08:31:28Z
http://www.wikidata.org/entity/Q113084035,unhexunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,161,0,,2024-08-28T13:42:55Z
http://www.wikidata.org/entity/Q113084037,unhexbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,162,0,,2024-08-28T13:43:00Z
http://www.wikidata.org/entity/Q113084040,unhextrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,163,1,,2024-08-28T13:43:04Z
http://www.wikidata.org/entity/Q30929350,unhexquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,164,4,,2024-08-28T13:43:10Z
http://www.wikidata.org/entity/Q16307178,unhexpentium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,165,3,,2024-08-28T13:43:15Z
http://www.wikidata.org/entity/Q113084043,unhexhexium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,166,1,,2024-08-28T13:43:23Z
http://www.wikidata.org/entity/Q16307173,unhexseptium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,167,3,,2024-08-28T13:43:29Z
http://www.wikidata.org/entity/Q16307168,unhexoctium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,168,3,,2024-08-28T13:43:34Z
http://www.wikidata.org/entity/Q19599218,unhexennium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,169,2,,2024-08-28T13:43:38Z
http://www.wikidata.org/entity/Q113084046,unseptnilium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,170,0,,2024-08-28T13:43:43Z
http://www.wikidata.org/entity/Q113084048,unseptunium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,171,0,,2024-08-28T13:43:48Z
http://www.wikidata.org/entity/Q16307164,unseptbium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,172,4,,2024-02-25T13:55:22Z
http://www.wikidata.org/entity/Q11289368,unsepttrium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,173,8,,2024-05-22T08:26:41Z
http://www.wikidata.org/entity/Q116976565,unoctquadium,Science,http://www.wikidata.org/prop/direct/P1086,http://www.wikidata.org/prop/direct/P1086,184,2,,2024-08-28T13:43:52Z
