entity,entityLabel,category,property,propertyLabel,value,roundedValue,year,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q1029,Mozambique,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,12590070,12590070,2022,293,,2024-12-01T10:29:29Z,Country
http://www.wikidata.org/entity/Q1033,Nigeria,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,116965442,116965442,2022,326,,2024-12-01T10:29:33Z,Country
http://www.wikidata.org/entity/Q1019,Madagascar,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,11809744,11809744,2022,303,,2024-12-01T10:29:24Z,Country
http://www.wikidata.org/entity/Q971,Republic of the Congo,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4103831,4103831,2022,288,,2024-11-23T09:09:25Z,Country
http://www.wikidata.org/entity/Q962,Benin,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,6614208,6614208,2022,296,,2024-12-01T10:29:14Z,Country
http://www.wikidata.org/entity/Q954,Zimbabwe,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5287038,5287038,2022,305,,2024-12-01T10:29:12Z,Country
http://www.wikidata.org/entity/Q953,Zambia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,9160288,9160288,2022,293,,2024-12-02T01:48:20Z,Country
http://www.wikidata.org/entity/Q1025,Mauritania,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2695952,2695952,2022,293,,2024-12-01T10:29:27Z,Country
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,46373413,46373413,2022,316,,2024-11-30T12:01:06Z,Country
http://www.wikidata.org/entity/Q1011,Cape Verde,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,400642,400642,2022,278,,2024-11-23T12:27:46Z,Country
http://www.wikidata.org/entity/Q986,Eritrea,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1570319,1570319,2022,291,,2024-12-01T10:29:17Z,Country
http://www.wikidata.org/entity/Q945,Togo,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,3886437,3886437,2022,286,,2024-12-01T10:29:07Z,Country
http://www.wikidata.org/entity/Q965,Burkina Faso,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,7227715,7227715,2022,294,,2024-11-28T12:28:41Z,Country
http://www.wikidata.org/entity/Q924,Tanzania,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,24025884,24025884,2022,305,,2024-12-01T10:29:04Z,Country
http://www.wikidata.org/entity/Q1045,Somalia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8327846,8327846,2022,307,,2024-12-01T10:29:37Z,Country
http://www.wikidata.org/entity/Q1009,Cameroon,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,16395044,16395044,2022,299,,2024-12-01T10:29:21Z,Country
http://www.wikidata.org/entity/Q1014,Liberia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2813868,2813868,2022,280,,2024-11-23T09:05:42Z,Country
http://www.wikidata.org/entity/Q1037,Rwanda,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2441369,2441369,2022,284,,2024-12-01T10:29:35Z,Country
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,172252,172252,2022,258,,2024-11-23T09:10:12Z,Country
http://www.wikidata.org/entity/Q967,Burundi,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1858290,1858290,2022,287,,2024-11-25T06:11:35Z,Country
http://www.wikidata.org/entity/Q928,Philippines,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,58930729,58930729,2020,321,,2024-12-01T10:29:06Z,Country
http://www.wikidata.org/entity/Q1030,Namibia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1385057,1385057,2022,304,,2024-12-01T10:29:31Z,Country
http://www.wikidata.org/entity/Q970,Comoros,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,249894,249894,2022,272,,2024-12-01T10:29:16Z,Country
http://www.wikidata.org/entity/Q1013,Lesotho,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,690433,690433,2022,272,,2024-12-01T10:29:22Z,Country
http://www.wikidata.org/entity/Q1027,Mauritius,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,515236,515236,2022,273,,2024-11-23T09:06:44Z,Country
http://www.wikidata.org/entity/Q929,Central African Republic,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2405727,2405727,2022,287,,2024-11-23T09:01:13Z,Country
http://www.wikidata.org/entity/Q1041,Senegal,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,8499952,8499952,2022,291,,2024-12-02T01:48:55Z,Country
http://www.wikidata.org/entity/Q963,Botswana,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1899705,1899705,2022,299,,2024-12-01T10:29:15Z,Country
http://www.wikidata.org/entity/Q1044,Sierra Leone,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,3771972,3771972,2022,278,,2024-11-25T11:23:36Z,Country
http://www.wikidata.org/entity/Q1000,Gabon,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,2167652,2167652,2022,285,,2024-12-01T10:29:18Z,Country
http://www.wikidata.org/entity/Q1036,Uganda,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,12360019,12360019,2022,299,,2024-12-01T10:29:34Z,Country
http://www.wikidata.org/entity/Q1006,Guinea,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,5220537,5220537,2022,287,,2024-12-01T10:29:20Z,Country
http://www.wikidata.org/entity/Q1032,Niger,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4427576,4427576,2022,290,,2024-12-01T10:29:32Z,Country
http://www.wikidata.org/entity/Q921,Brunei,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,354056,354056,2022,284,,2024-11-25T23:49:39Z,Country
http://www.wikidata.org/entity/Q1020,Malawi,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,3668876,3668876,2022,285,,2024-12-01T10:29:26Z,Country
http://www.wikidata.org/entity/Q977,Djibouti,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,878521,878521,2022,287,,2024-12-02T01:57:00Z,Country
http://www.wikidata.org/entity/Q219060,State of Palestine,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,4579543,4579543,2024,200,,2024-12-01T22:04:20Z,Country
http://www.wikidata.org/entity/Q1007,Guinea-Bissau,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,948368,948368,2022,285,,2024-11-26T00:06:25Z,Country
http://www.wikidata.org/entity/Q1042,Seychelles,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,70004,70004,2022,260,,2024-11-25T21:57:30Z,Country
http://www.wikidata.org/entity/Q1005,The Gambia,Demographics,http://www.wikidata.org/prop/direct/P6343,http://www.wikidata.org/prop/direct/P6343,1727830,1727830,2022,288,,2024-11-23T09:02:30Z,Country
