question,raw_output,numeric_output
"What was the year of publication of the literary work The Unnamable, by Samuel Beckett?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Unnamable, by Samuel Beckett?
Answer: 1953
What was the year of publication of the literary work The Unnamable, by Samuel Beckett?
Answer: 1953
What was the year of publication ",-200
"What was the year of publication of the literary work All Men Are Mortal, by Simone de Beauvoir?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work All Men Are Mortal, by Simone de Beauvoir?
Answer: 1946
What was the year of publication of the literary work The Stranger, by Albert Camus?
Answer: 1942
What was the year of publicatio",-200
"What was the year of publication of the literary work The Death Ship, by B. Traven?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Death Ship, by B. Traven?
Answer: 1926
What was the year of publication of the literary work The Death Ship, by B. Traven?
Answer: 1926
What was the year of publicati",-200
"What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?
Answer: 2000
What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?
Answer: 2000
What ",-200
"What was the year of publication of the literary work Foundation's Fear, by Gregory Benford?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Foundation's Fear, by Gregory Benford?
Answer: 1997
What was the year of publication of the literary work The Foundation Trilogy, by Isaac Asimov?
Answer: 1951
What was the year of publication of ",-200
"What was the year of publication of the literary work The Shack, by William P. Young?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Shack, by William P. Young?
Answer: 2007
What was the year of publication of the literary work The Shack, by William P. Young?",-200
"What was the year of publication of the literary work A Long Way Down, by Nick Hornby?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work A Long Way Down, by Nick Hornby?
Answer: 2005
What was the year of publication of the literary work The Girl with the Dragon Tattoo, by Stieg Larsson?
Answer: 2005
What",-200
"What was the year of publication of the literary work The Winds of War, by Herman Wouk?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Winds of War, by Herman Wouk?
Answer: 1971
What was the year of publication of the literary work The Winds of War, by Herman W",-200
"What was the year of publication of the literary work Point Counter Point, by Aldous Huxley?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Point Counter Point, by Aldous Huxley?
Answer: 1928
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year of publica",-200
"What was the year of publication of the literary work Children of Dune, by Frank Herbert?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Children of Dune, by Frank Herbert?
Answer: 1976
What was the year of publication of the literary work The Lord of the Rings, by J.R.R. Tolkien?
Answer: 1954
What was the year",-200
"What was the year of publication of the literary work The Life and Times of Scrooge McDuck Companion, by Don Rosa?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Life and Times of Scrooge McDuck Companion, by Don Rosa?
Answer: 1992
What was the year of publication of the literary work Th",-200
"What was the year of publication of the literary work Eleven Minutes, by Paulo Coelho?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Eleven Minutes, by Paulo Coelho?
Answer: 2003
What was the year of publication of the literary work The Alchemist, by Paulo Coelho?
Answer: 1988
What was the year of publication of the ",-200
"What was the year of publication of the literary work Possession, by A. S. Byatt?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Possession, by A. S. Byatt?
Answer: 1990
What was the year of publication of the literary work The Handmaid's Tale, by Margaret Atwood?
Answer: 1985
What was the year of public",-200
"What was the year of publication of the literary work Unfinished Tales, by J. R. R. Tolkien?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Unfinished Tales, by J. R. R. Tolkien?
Answer: 1980
What was the year of publication of the literary work The Lord of the Rings, by J. R. R. Tolkien?
Answer: 1954
W",-200
"What was the year of publication of the literary work Slaughterhouse-Five, by Kurt Vonnegut?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Slaughterhouse-Five, by Kurt Vonnegut?
Answer: 1969
What was the year of publication of the literary work The Catcher in the Rye, by J.D. Salinger?
Answer: 1951
What was the year of pu",-200
"What was the year of publication of the literary work Prapanchavum Manushyanum, by K. Venu?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Prapanchavum Manushyanum, by K. Venu?
Answer: 1959
Explanation: Prapanchavum Manushyanum, by K. Venu, was published in 1959.",-200
"What was the year of publication of the literary work Joseph and His Brothers, by Thomas Mann?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Joseph and His Brothers, by Thomas Mann?
Answer: 1933
What was the year of publication of the literary work The Magic Mountain, by Thomas Mann?
Answer: 1924
What was the year of publication of the l",-200
"What was the year of publication of the literary work Howl's Moving Castle, by Diana Wynne Jones?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Howl's Moving Castle, by Diana Wynne Jones?
Answer: 1986
What was the year of publication of the literary work The Hobbit, by J.R.R. Tolkien?
Answer: 1937
What was the year of publicat",-200
"What was the year of publication of the literary work Hercule Poirot's Christmas, by Agatha Christie?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Hercule Poirot's Christmas, by Agatha Christie?
Answer: 1938
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year o",-200
"What was the year of publication of the literary work Streams in the Desert, by Lettie Cowman?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Streams in the Desert, by Lettie Cowman?
Answer: 1927
What was the year of publication of the literary work Streams in the Desert,",-200
"What was the year of publication of the literary work The Voyage of the Dawn Treader, by C. S. Lewis?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Voyage of the Dawn Treader, by C. S. Lewis?
Answer: 1952
What was the year of publication of the literary work The Voyage of the Dawn Treader, by C. S. Lewis?
Answer: 195",-200
"What was the year of publication of the literary work The City of the Saints, by Richard Francis Burton?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The City of the Saints, by Richard Francis Burton?
Answer: 1861
What was the year of publication of the literary work The City of the Saints, by Richard Francis Burton?
Answer: 1861
What was the year of publication of ",-200
"What was the year of publication of the literary work The March, by E. L. Doctorow?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The March, by E. L. Doctorow?
Answer: 2005
What was the year of publication of the literary work The March, by E. L. Doctorow?
Answer: 2005
What was the year of publ",-200
"What was the year of publication of the literary work Naya Sadak Ko Geet, by Ramesh Bikal?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Naya Sadak Ko Geet, by Ramesh Bikal?
Answer: 2007
What was the year of publication of the literary work Naya Sadak Ko Geet, by Ram",-200
"What was the year of publication of the literary work The Floating Admiral, by Agatha Christie?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Floating Admiral, by Agatha Christie?
Answer: 1931
What was the year of publication of the literary work The Floating Admiral, by Agatha Christie?
Answer: 1931
What was the year of publication of the literary",-200
"What was the year of publication of the literary work Nightrise, by Anthony Horowitz?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Nightrise, by Anthony Horowitz?
Answer: 2005
What was the year of publication of the literary work The Last Apprentice: Curse of the Bane, by Joseph Delaney?
Answer: 2005
What was the year of ",-200
"What was the year of publication of the literary work Mother Courage and Her Children, by Bertolt Brecht?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Mother Courage and Her Children, by Bertolt Brecht?
Answer: 1939
Explanation: Mother Courage and Her Children is a play by Bertolt",-200
"What was the year of publication of the literary work Dune: The Battle of Corrin, by Kevin J. Anderson?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Dune: The Battle of Corrin, by Kevin J. Anderson?
Answer: 2001
What was the year of publication of the literary work The Last Battle, by C. S. Lewis?
Answer: 1956
What was the year of ",-200
"What was the year of publication of the literary work Apno Dharm, by Anandshankar Dhruva?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Apno Dharm, by Anandshankar Dhruva?
Answer: 1888
What was the year of publication of the literary work Apno Dharm, by Anandshankar",-200
"What was the year of publication of the literary work Zodiac, by Robert Graysmith?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Zodiac, by Robert Graysmith?
Answer: 2007
What was the year of publication of the literary work The Da Vinci Code, by Dan Brown?
Answer: 2003
What was the year of publication of the li",-200
"What was the year of publication of the literary work The Goalie's Anxiety at the Penalty Kick, by Peter Handke?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Goalie's Anxiety at the Penalty Kick, by Peter Handke?
Answer: 1970
What was the year of publication of the literary work The ",-200
"What was the year of publication of the literary work The Bible Unearthed, by Israel Finkelstein?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Bible Unearthed, by Israel Finkelstein?
Answer: 2001
What was the year of publication of the literary work The Bible Unearthed, by Israel Finkelstein?
Answer: 2001
What was the year of publi",-200
"What was the year of publication of the literary work Social Psychology as a Science, by Boris Parygin?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Social Psychology as a Science, by Boris Parygin?
Answer: 1971
Explanation: Boris Parygin was a Russian psychologist who wrote Soc",-200
"What was the year of publication of the literary work Here There Be Tygers, by Stephen King?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Here There Be Tygers, by Stephen King?
Answer: 1972
What was the year of publication of the literary work The Shining, by Stephen King?
Answer: 1977
What was the year of publication of the li",-200
"What was the year of publication of the literary work Extinction, by Thomas Bernhard?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Extinction, by Thomas Bernhard?
Answer: 1986
What was the year of publication of the literary work The Man Who Was Thursday, by G. K. Chesterton?
Answer: 1908
What was the ye",-200
"What was the year of publication of the literary work Geheimes Kinder-Spiel-Buch, by Joachim Ringelnatz?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Geheimes Kinder-Spiel-Buch, by Joachim Ringelnatz?
Answer: 1920
What was the year of publication of the literary work The Adventures of Tom Sawyer, by Mark Twain?
Answer: 1876
What was the year of publication of ",-200
"What was the year of publication of the literary work The Final Programme, by Michael Moorcock?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Final Programme, by Michael Moorcock?
Answer: 1968
What was the year of publication of the literary work The Final Programme, by Michael Moorcock?
Answer: 1968
What was the year of publication of the literary",-200
"What was the year of publication of the literary work Een klein heldendicht (A small epic), by Herman Gorter?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Een klein heldendicht (A small epic), by Herman Gorter?
Answer: 1890
What was the year of publication of the literary work Een kle",-200
"What was the year of publication of the literary work Hamro Lok Sanskriti, by Satya Mohan Joshi?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Hamro Lok Sanskriti, by Satya Mohan Joshi?
Answer: 2007
What was the year of publication of the literary work Hamro Lok Sanskriti, by Satya Mohan Joshi?
Answer: 2",-200
"What was the year of publication of the literary work The Hundred and One Dalmatians, by Dodie Smith?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Hundred and One Dalmatians, by Dodie Smith?
Answer: 1956
What was the year of publication of the literary work The Catcher in the Rye, by J.D. Salinger?
Answer: 1951
What was the year of ",-200
"What was the year of publication of the literary work Bairagi Kailaka Kabitaharu, by Bairagi Kainla?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Bairagi Kailaka Kabitaharu, by Bairagi Kainla?
Answer: 2007
What was the year of publication of the literary work Kirti Kusum, by Bhanubhakta Ac",-200
"What was the year of publication of the literary work Japan and Japanese, by Ernst von Hesse-Wartegg?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Japan and Japanese, by Ernst von Hesse-Wartegg?
Answer: 1886
What was the year of publication of the literary work The History of the Decline and Fall of the Roman Empire, by Edward Gibbon?
Answer: 1776
Wha",-200
"What was the year of publication of the literary work A Visit from the Goon Squad, by Jennifer Egan?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work A Visit from the Goon Squad, by Jennifer Egan?
Answer: 2010
What was the year of publication of the literary work The Brief Wondrous Life of Oscar Wao, by Junot Díaz?
Answe",-200
"What was the year of publication of the literary work Yadgar-e-Ghalib, by Altaf Hussain Hali?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Yadgar-e-Ghalib, by Altaf Hussain Hali?
Answer: 1879
What was the year of publication of the literary work Yadgar-e-Ghalib, by Alt",-200
"What was the year of publication of the literary work The Gernsback Continuum, by William Gibson?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Gernsback Continuum, by William Gibson?
Answer: 1981
What was the year of publication of the literary work The Gernsback Continuum, by William Gibson?
Answer: 1981
What was the year of pub",-200
"What was the year of publication of the literary work Galvez - The Emperor of Acre, by Márcio Souza?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Galvez - The Emperor of Acre, by Márcio Souza?
Answer: 2002
What was the year of publication of the literary work The Last of the Mohicans, by James Fenimore Cooper?
Answer: 1826
What was the year of p",-200
"What was the year of publication of the literary work One Hundred Years of Solitude, by Gabriel García Márquez?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work One Hundred Years of Solitude, by Gabriel García Márquez?
Answer: 1967
Explanation: One Hundred Years of Solitude was published in",-200
"What was the year of publication of the literary work A History of Medicine, by Douglas James Guthrie?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work A History of Medicine, by Douglas James Guthrie?
Answer: 1945
What was the year of publication of the literary work The History of the Decline and Fall of the Roman Empire, by Edward Gibbon?
A",-200
"What was the year of publication of the literary work Ecotopia, by Ernest Callenbach?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Ecotopia, by Ernest Callenbach?
Answer: 1975
What was the year of publication of the literary work The Hitchhiker's Guide to the Galaxy, by Douglas Adams?
Answer: 1979",-200
"What was the year of publication of the literary work The Library of Babel, by Jorge Luis Borges?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Library of Babel, by Jorge Luis Borges?
Answer: 1941
What was the year of publication of the literary work The Library of Babel, by Jorge Luis Borges?
Answer: 1941
What was the year of public",-200
"What was the year of publication of the literary work Offending the Audience, by Peter Handke?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Offending the Audience, by Peter Handke?
Answer: 1966
What was the year of publication of the literary work The Man Who Was Thursday, by G. K. Chesterton?
Answer: 1908
What was th",-200
"What was the year of publication of the literary work And Quiet Flows the Don, by Mikhail Sholokhov?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work And Quiet Flows the Don, by Mikhail Sholokhov?
Answer: 1928
Explanation: The novel was first published in 1928.",-200
"What was the year of publication of the literary work N or M?, by Agatha Christie?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work N or M?, by Agatha Christie?
Answer: 1925
What was the year of publication of the literary work The Great Gatsby?, by F. Scott Fitzgerald?
Answer: 1925
What was the year of publication ",-200
"What was the year of publication of the literary work We, by Yevgeny Zamyatin?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work We, by Yevgeny Zamyatin?
Answer: 1921
Explanation: We is a dystopian novel by the Russian writer Yevgeny Zamyatin, completed in 19",-200
"What was the year of publication of the literary work The Judge and His Hangman, by Friedrich Dürrenmatt?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Judge and His Hangman, by Friedrich Dürrenmatt?
Answer: 1950
Explanation: The Judge and His Hangman (German: Der Richter und s",-200
"What was the year of publication of the literary work Ame ni mo Makezu, by Kenji Miyazawa?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Ame ni mo Makezu, by Kenji Miyazawa?
Answer: 1936
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year of pub",-200
"What was the year of publication of the literary work Under the Dome, by Stephen King?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Under the Dome, by Stephen King?
Answer: 2015
What was the year of publication of the literary work The Girl on the Train, by Paula Hawkins?
Answer: 2015
What was the year of publication",-200
"What was the year of publication of the literary work Atonement, by Ian McEwan?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Atonement, by Ian McEwan?
Answer: 2001
What was the year of publication of the literary work The Kite Runner, by Khaled Hosseini?
Answer: 2003
What was the year of publication of th",-200
"What was the year of publication of the literary work 1985, by Anthony Burgess?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work 1985, by Anthony Burgess?
Answer: 1962
What was the year of publication of the literary work 1984, by George Orwell?
Answer: 1949
What was the year of publication of",-200
"What was the year of publication of the literary work The Wall, by Marlen Haushofer?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Wall, by Marlen Haushofer?
Answer: 1957
What was the year of publication of the literary work The Wall, by Marlen Haushofer?
Answer: 1957
What was the year of publi",-200
"What was the year of publication of the literary work Definitely Maybe, by Arkady and Boris Strugatsky?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Definitely Maybe, by Arkady and Boris Strugatsky?
Answer: 1965
Explanation: Definitely Maybe is a 1965 science fiction novel by Ar",-200
"What was the year of publication of the literary work Etiology, Concept and Prophylaxis of Childbed Fever, by Ignaz Semmelweis?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Etiology, Concept and Prophylaxis of Childbed Fever, by Ignaz Semmelweis?
Answer: 1861
What was the year of publication of the literary work The Origin of Species, by Charles Darwin?
Answer: 1859
What was the year of publication",-200
"What was the year of publication of the literary work Sweet Taste of Liberty, by W. Caleb McDaniel?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Sweet Taste of Liberty, by W. Caleb McDaniel?
Answer: 2016
",-200
"What was the year of publication of the literary work American Gods, by Neil Gaiman?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work American Gods, by Neil Gaiman?
Answer: 2001
What was the year of publication of the literary work The Lord of the Rings, by J.R.R. Tolkien?
Answer: 1954
What was the year o",-200
"What was the year of publication of the literary work Walking with the Comrades, by Arundhati Roy?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Walking with the Comrades, by Arundhati Roy?
Answer: 2011
What was the year of publication of the literary work The God of Small Things, by Arundhati Roy?
Answer: 1997
What was the year of ",-200
"What was the year of publication of the literary work The Other Side, by Alfred Kubin?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Other Side, by Alfred Kubin?
Answer: 1909
What was the year of publication of the literary work The Other Side, by Alfred Kubin?
Answer: 1909
What was the year of publication of the ",-200
"What was the year of publication of the literary work The Thirst, by Jo Nesbø?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Thirst, by Jo Nesbø?
Answer: 2017
What was the year of publication of the literary work The Thirst, by Jo Nesbø?
Answer: 2017
What was the year of public",-200
"What was the year of publication of the literary work In My Brother's Shadow, by Uwe Timm?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work In My Brother's Shadow, by Uwe Timm?
Answer: 2001
What was the year of publication of the literary work The Book of the City of Ladies, by Christine de Pizan?
Answer: 1405
What wa",-200
"What was the year of publication of the literary work Pippi Goes on Board, by Astrid Lindgren?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Pippi Goes on Board, by Astrid Lindgren?
Answer: 1946
What was the year of publication of the literary work The Little Prince, by Antoine de Saint-Exupéry?
Answer: 1943
What was the year of ",-200
"What was the year of publication of the literary work Ai no Kusabi, by Rieko Yoshihara?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Ai no Kusabi, by Rieko Yoshihara?
Answer: 1989
What was the year of publication of the literary work The Lord of the Rings, by J. R. R. Tolkien?
Answer: 1954",-200
"What was the year of publication of the literary work Lo que Natalia no sabe, by Cecilia Curbelo?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Lo que Natalia no sabe, by Cecilia Curbelo?
Answer: 2000
What was the year of publication of the literary work La casa de los espíritus, by Isabel Allende?
Answer: 1982
What was ",-200
"What was the year of publication of the literary work The Second World War, by Winston Churchill?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Second World War, by Winston Churchill?
Answer: 1948
What was the year of publication of the literary work The Second World War, by Winston Churchill?
Answer: 1948
What was the year of publication of the literary w",-200
"What was the year of publication of the literary work Himmler's War, by Robert Conroy?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Himmler's War, by Robert Conroy?
Answer: 2003
What was the year of publication of the literary work The Last Days of Hitler, by Hugh Trevor-Roper?
Answer: 1947
What was the year of ",-200
"What was the year of publication of the literary work How the Grinch Stole Christmas!, by Dr. Seuss?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work How the Grinch Stole Christmas!, by Dr. Seuss?
Answer: 1957
What was the year of publication of the literary work The Hobbit, by J.R.R. Tolkien?
Answer: 1937
What was the year o",-200
"What was the year of publication of the literary work Dr. No, by Ian Fleming?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Dr. No, by Ian Fleming?
Answer: 1958
What was the year of publication of the literary work The Adventures of Tom Sawyer, by Mark Twain?
Answer: 1876
What was the year of publication of th",-200
"What was the year of publication of the literary work My Self Scumbag, by Kimung?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work My Self Scumbag, by Kimung?
Answer: 2000
",-200
"What was the year of publication of the literary work Killing Orders: Talat Pasha’s Telegrams and the Armenian Genocide, by Taner Akçam?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Killing Orders: Talat Pasha’s Telegrams and the Armenian Genocide, by Taner Akçam?
Answer: 2005
What was the year of publication of the literary work The Armenian Genocide: A Complete History, by Raymond Kévorkian?
A",-200
"What was the year of publication of the literary work Samkshepavedartham, by Clemente Peani?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Samkshepavedartham, by Clemente Peani?
Answer: 200 BC
What was the year of publication of the literary work Samkshepavedartham, by",-200
"What was the year of publication of the literary work Crises of the Republic, by Hannah Arendt?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Crises of the Republic, by Hannah Arendt?
Answer: 1972
What was the year of publication of the literary work The Second Sex, by Simone de Beauvoir?
Answer: 1949
What was the year of publication of t",-200
"What was the year of publication of the literary work Down at the Dinghy, by J. D. Salinger?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Down at the Dinghy, by J. D. Salinger?
Answer: 1963
What was the year of publication of the literary work The Catcher in the Rye, by J. D. Salinger?
Answer: 1951
What was the year",-200
"What was the year of publication of the literary work Fried Green Tomatoes at the Whistle Stop Cafe, by Fannie Flagg?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Fried Green Tomatoes at the Whistle Stop Cafe, by Fannie Flagg?
Answer: 1987
What was the year of publication of the literary work The Color Purple, by Alice Walker?
Answer: 1982
What was the year of pub",-200
"What was the year of publication of the literary work Rainbow Six, by Tom Clancy?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Rainbow Six, by Tom Clancy?
Answer: 1998
What was the year of publication of the literary work The Da Vinci Code, by Dan Brown?
Answer: 2003
What was the year of publication of the",-200
"What was the year of publication of the literary work Gallegher and Other Stories, by Richard Harding Davis?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Gallegher and Other Stories, by Richard Harding Davis?
Answer: 1898
What was the year of publication of the literary work The Adventures of Tom Sawyer, by Mark Twain?
Answer: 1876
What was the year of publication of",-200
"What was the year of publication of the literary work The Immoralist, by André Gide?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Immoralist, by André Gide?
Answer: 1902
What was the year of publication of the literary work The Immoralist, by André Gide?
A",-200
"What was the year of publication of the literary work Life in India, by John Welsh Dulles?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Life in India, by John Welsh Dulles?
Answer: 1953
Explanation: Life in India, by John Welsh Dulles, was published in 1953.",-200
