entity,entityLabel,category,property,propertyLabel,year,artist,artistLabel,authorString,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q12189293,Q12189293,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,992,http://www.wikidata.org/entity/Q7531254,Sahib ibn Abbad,,2,,2021-07-20T20:40:23Z
http://www.wikidata.org/entity/Q10796646,Q10796646,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1969,http://www.wikidata.org/entity/Q665382,Trần Trọng Kim,,2,,2022-08-11T15:53:06Z
http://www.wikidata.org/entity/Q12182671,Iran over the Volcano,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1951,http://www.wikidata.org/entity/Q735036,Mohamed Hassanein Heikal,,2,,2023-02-11T21:26:21Z
http://www.wikidata.org/entity/Q12900623,The Nabataean Agriculture,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,300,,,,5,,2023-10-30T14:49:50Z
http://www.wikidata.org/entity/Q10880058,Slapping the Table in Amazement II,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1632,http://www.wikidata.org/entity/Q1398114,Ling Mengchu,,4,,2024-10-10T14:44:27Z
http://www.wikidata.org/entity/Q11163168,Rani radovi,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1953,http://www.wikidata.org/entity/Q34787,Friedrich Engels,,2,,2024-06-19T20:58:44Z
http://www.wikidata.org/entity/Q13037303,Q13037303,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1886,http://www.wikidata.org/entity/Q47007,Naim Frashëri,,2,,2021-07-20T10:40:25Z
http://www.wikidata.org/entity/Q11502156,Q11502156,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1975,http://www.wikidata.org/entity/Q384011,Japanese National Railways,,2,,2022-11-13T07:44:18Z
http://www.wikidata.org/entity/Q12585820,Q12585820,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,545,,,,2,,2024-02-05T13:01:45Z
http://www.wikidata.org/entity/Q12606623,Katuri,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2008,http://www.wikidata.org/entity/Q17306168,Kwon Jeong-saeng,,2,,2024-10-02T14:30:27Z
http://www.wikidata.org/entity/Q12812976,Q12812976,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2011,http://www.wikidata.org/entity/Q270739,Elif Şafak,,5,,2023-11-07T06:48:49Z
http://www.wikidata.org/entity/Q13131037,Q13131037,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1811,http://www.wikidata.org/entity/Q18535853,John Parry,,2,,2022-07-04T10:56:29Z
http://www.wikidata.org/entity/Q11163168,Rani radovi,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1953,http://www.wikidata.org/entity/Q9061,Karl Marx,,2,,2024-06-19T20:58:44Z
http://www.wikidata.org/entity/Q11843120,English–Tagalog–Cebuano Translator,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2005,,,,2,,2021-07-05T05:00:46Z
http://www.wikidata.org/entity/Q12103966,Энциклопедия виноградарства,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1986,,,,2,,2024-10-02T14:38:32Z
http://www.wikidata.org/entity/Q12103966,Энциклопедия виноградарства,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1987,,,,2,,2024-10-02T14:38:32Z
http://www.wikidata.org/entity/Q11552391,The Sunk Waterfall,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1955,http://www.wikidata.org/entity/Q134456,Yukio Mishima,,2,,2024-11-21T09:51:34Z
http://www.wikidata.org/entity/Q12012588,De Zegepraalende Vecht,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1719,,,,2,,2024-01-09T21:58:39Z
http://www.wikidata.org/entity/Q12379178,Wanradt-Koell Catechism,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1535,,,,5,,2024-09-04T15:59:58Z
http://www.wikidata.org/entity/Q10904361,"100,000 Whys",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1929,http://www.wikidata.org/entity/Q2498968,Ilya Marshak,,3,,2024-10-25T08:52:58Z
http://www.wikidata.org/entity/Q10841005,The Revolutionary Road,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1927,http://www.wikidata.org/entity/Q36014,Ho Chi Minh,,3,,2024-08-31T03:36:05Z
http://www.wikidata.org/entity/Q11944362,Q11944362,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1962,http://www.wikidata.org/entity/Q561147,Joan Fuster Ortells,,2,,2021-04-16T22:07:39Z
http://www.wikidata.org/entity/Q12899577,On Right Pleasure and Good Health,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1472,http://www.wikidata.org/entity/Q455140,Bartolomeo Platina,,5,,2023-01-23T04:09:57Z
http://www.wikidata.org/entity/Q11590708,Jinja Kakuroku,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1870,http://www.wikidata.org/entity/Q6536446,Suzuka Tsuratane,,2,,2022-11-27T05:16:50Z
http://www.wikidata.org/entity/Q11588823,Jimmyōchō Kōshō,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1813,http://www.wikidata.org/entity/Q4346747,Ban Nobutomo,,2,,2023-03-08T06:24:54Z
http://www.wikidata.org/entity/Q16498190,Biblioteca Lusitana,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1741,http://www.wikidata.org/entity/Q3028676,Diogo Barbosa Machado,,2,,2022-11-29T03:50:43Z
http://www.wikidata.org/entity/Q16046027,A Man Called Pirate,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2012,http://www.wikidata.org/entity/Q11580823,Naoki Hyakuta,,3,,2024-10-01T23:27:42Z
http://www.wikidata.org/entity/Q16823995,The 500 Most Influential Muslims,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2009,http://www.wikidata.org/entity/Q2323474,John Louis Esposito,,11,,2024-02-05T19:10:11Z
http://www.wikidata.org/entity/Q17500525,Datong Shu,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1935,http://www.wikidata.org/entity/Q360135,Kang Youwei,,5,,2023-10-02T18:39:20Z
http://www.wikidata.org/entity/Q16131888,"Maimonides and the Book That Changed Judaism: Secrets of ""The Guide for the Perplexed""",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2010,http://www.wikidata.org/entity/Q7022910,Micah Goodman,,2,,2022-11-27T07:20:27Z
http://www.wikidata.org/entity/Q15922431,Streams in the Desert,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1925,http://www.wikidata.org/entity/Q6533815,Lettie Cowman,,3,,2024-10-19T14:37:52Z
http://www.wikidata.org/entity/Q16131286,Those Were the Days,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1945,http://www.wikidata.org/entity/Q133042,Shmuel Yosef Agnon,,3,,2024-10-10T01:40:35Z
http://www.wikidata.org/entity/Q16117435,Q16117435,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1934,http://www.wikidata.org/entity/Q12228449,Omar Toson,,2,,2022-08-04T07:22:50Z
http://www.wikidata.org/entity/Q15934424,Anthology of Petty Matters in Qing,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1916,http://www.wikidata.org/entity/Q1006103,Xu Ke,,4,,2024-04-01T12:39:40Z
http://www.wikidata.org/entity/Q16346485,Vrikshasastramu,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1916,http://www.wikidata.org/entity/Q104664483,Vemuri Sreenivasa Rao,,3,,2022-09-09T22:32:06Z
http://www.wikidata.org/entity/Q16424163,Fornmanna sögur,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1825,,,,2,,2021-12-15T13:38:07Z
http://www.wikidata.org/entity/Q16736755,Kleines Destillierbuch,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1500,,,,4,,2024-10-11T18:20:49Z
http://www.wikidata.org/entity/Q13184535,Makaiko Kheti,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1920,http://www.wikidata.org/entity/Q19671514,Krishna Lal Adhikari,,3,,2024-10-11T18:19:08Z
http://www.wikidata.org/entity/Q16651762,The Hornworm,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1929,http://www.wikidata.org/entity/Q347412,Edogawa Ranpo,,2,,2022-03-04T06:55:24Z
http://www.wikidata.org/entity/Q16620393,Q16620393,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1997,http://www.wikidata.org/entity/Q450335,Antonio Muñoz Molina,,2,,2022-07-12T07:01:42Z
http://www.wikidata.org/entity/Q18387759,Q18387759,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1660,http://www.wikidata.org/entity/Q390227,Reuben ben Hoshke,,2,,2022-10-19T22:43:28Z
http://www.wikidata.org/entity/Q13186235,Bairagi Kailaka Kabitaharu,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1974,http://www.wikidata.org/entity/Q13186229,Bairagi Kainla,,2,,2022-01-05T17:50:49Z
http://www.wikidata.org/entity/Q16312846,Vemana,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1929,http://www.wikidata.org/entity/Q7287032,Rallapalli Anantha Krishna Sharma,,2,,2020-08-31T10:22:08Z
http://www.wikidata.org/entity/Q13185189,Yojana Gandha,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1995,http://www.wikidata.org/entity/Q19683751,Binod Prasad Dhital,,3,,2024-05-06T07:50:55Z
http://www.wikidata.org/entity/Q16653861,Japan and Japanese,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1902,http://www.wikidata.org/entity/Q79034,Ernst von Hesse-Wartegg,,2,,2023-07-23T16:54:55Z
http://www.wikidata.org/entity/Q16135166,Samkshepavedartham,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1772,http://www.wikidata.org/entity/Q5131461,Clemente Peani,,2,,2021-08-19T22:02:09Z
http://www.wikidata.org/entity/Q19225287,Trebnik of the Three,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q4099731,Nikolay Burliuk,,2,,2021-09-06T03:06:11Z
http://www.wikidata.org/entity/Q20580376,Q20580376,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q1069984,Kārlis Skalbe,,2,,2023-09-04T03:53:52Z
http://www.wikidata.org/entity/Q19134832,Badisches Sagenbuch,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1846,,,,3,,2023-03-06T13:05:57Z
http://www.wikidata.org/entity/Q19225287,Trebnik of the Three,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q132964,Vladimir Mayakovsky,,2,,2021-09-06T03:06:11Z
http://www.wikidata.org/entity/Q19142128,Individual and society,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1904,http://www.wikidata.org/entity/Q8865658,Wacław Nałkowski,,2,,2022-09-13T17:54:27Z
http://www.wikidata.org/entity/Q21638923,Q21638923,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1950,http://www.wikidata.org/entity/Q653320,Nikolay Nosov,,2,,2022-03-01T03:14:16Z
http://www.wikidata.org/entity/Q19678667,Tarun Tapasi,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1953,http://www.wikidata.org/entity/Q6520614,Lekhnath Paudyal,,2,,2022-10-19T11:22:43Z
http://www.wikidata.org/entity/Q19225287,Trebnik of the Three,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q610532,David Burliuk,,2,,2021-09-06T03:06:11Z
http://www.wikidata.org/entity/Q19225287,Trebnik of the Three,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,http://www.wikidata.org/entity/Q35733,Velimir Khlebnikov,,2,,2021-09-06T03:06:11Z
http://www.wikidata.org/entity/Q19679423,Naya Sadak Ko Geet,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1961,http://www.wikidata.org/entity/Q17385653,Ramesh Bikal,,3,,2023-01-30T10:05:30Z
http://www.wikidata.org/entity/Q19169639,Philosophical Essay on Probabilities,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1814,http://www.wikidata.org/entity/Q44481,Pierre-Simon Laplace,,3,,2023-10-07T23:11:24Z
http://www.wikidata.org/entity/Q19998357,El País Valenciano,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1962,http://www.wikidata.org/entity/Q561147,Joan Fuster Ortells,,3,,2024-09-10T17:32:26Z
http://www.wikidata.org/entity/Q19678752,Teen Ghumti,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1968,http://www.wikidata.org/entity/Q560515,B. P. Koirala,,3,,2023-01-30T04:54:36Z
http://www.wikidata.org/entity/Q19231907,Instructions for Measuring with Compass and Ruler,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1525,http://www.wikidata.org/entity/Q5580,Albrecht Dürer,,3,,2024-02-16T17:32:18Z
http://www.wikidata.org/entity/Q20678404,Q20678404,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2003,,,,2,,2023-05-25T20:05:27Z
http://www.wikidata.org/entity/Q22099123,Yang Shou,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2011,http://www.wikidata.org/entity/Q51101,Jolin Tsai,,2,,2022-10-09T11:29:45Z
http://www.wikidata.org/entity/Q19182911,Q19182911,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1873,http://www.wikidata.org/entity/Q77313,Carl Neumann,,2,,2023-03-23T09:27:35Z
http://www.wikidata.org/entity/Q19227288,"Remarques sur la langue française, utiles à ceux qui veulent bien parler et bien écrire",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1647,http://www.wikidata.org/entity/Q560343,Claude Favre de Vaugelas,,2,,2022-09-16T11:07:54Z
http://www.wikidata.org/entity/Q19683974,Shabdatit Shantanu,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1999,http://www.wikidata.org/entity/Q16107320,Banira Giri,,3,,2023-01-23T11:12:58Z
http://www.wikidata.org/entity/Q21978489,Absence code. Foundations of the Belarusian mentality,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2007,http://www.wikidata.org/entity/Q2091127,Valentin Akudowitsch,,3,,2023-10-30T18:22:53Z
http://www.wikidata.org/entity/Q19233252,Vernünftige und Christliche Gedancken über die Vampirs,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1733,http://www.wikidata.org/entity/Q109659,Johann Christoph Harenberg,,2,,2023-02-27T14:44:55Z
http://www.wikidata.org/entity/Q20534320,Q20534320,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1977,http://www.wikidata.org/entity/Q736924,Alfonso Daniel Rodríguez Castelao,,2,,2021-03-02T22:34:23Z
http://www.wikidata.org/entity/Q19183333,Die grosse Ravensburger Gesellschaft,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1890,http://www.wikidata.org/entity/Q101911,Wilhelm Heyd,,2,,2023-10-30T17:59:13Z
http://www.wikidata.org/entity/Q19196962,Freiburg im Breisgau. Die Stadt und ihre Bauten,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1898,,,,2,,2022-09-13T14:32:16Z
http://www.wikidata.org/entity/Q19234684,Tableaux historiques de la révolution française,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1798,http://www.wikidata.org/entity/Q347891,Nicolas Chamfort,,4,,2022-09-10T23:10:09Z
http://www.wikidata.org/entity/Q19198695,Geheimes Kinder-Spiel-Buch,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1924,http://www.wikidata.org/entity/Q552038,Joachim Ringelnatz,,2,,2024-06-16T18:07:33Z
http://www.wikidata.org/entity/Q19100160,The Strange Voyage and Adventures of Domingo Gonsales,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1638,http://www.wikidata.org/entity/Q1387711,Francis Godwin,,2,,2022-11-10T19:30:54Z
http://www.wikidata.org/entity/Q19097373,The Putumayo,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1913,,,,2,,2022-09-14T06:58:25Z
http://www.wikidata.org/entity/Q19682748,Modiaain,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1980,http://www.wikidata.org/entity/Q560515,B. P. Koirala,,2,,2022-03-26T07:34:13Z
http://www.wikidata.org/entity/Q23540909,The Autobiography of an African Princess,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2013,,,,2,,2022-11-20T12:54:33Z
http://www.wikidata.org/entity/Q28408981,Love Exercise,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2008,http://www.wikidata.org/entity/Q51101,Jolin Tsai,,2,,2022-11-27T10:36:13Z
http://www.wikidata.org/entity/Q26847110,Een klein heldendicht (A small epic),Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1906,http://www.wikidata.org/entity/Q325191,Herman Gorter,,3,,2021-12-17T12:52:22Z
http://www.wikidata.org/entity/Q28110559,Q28110559,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1519,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-27T14:34:36Z
http://www.wikidata.org/entity/Q28110602,Q28110602,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1518,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-27T17:10:40Z
http://www.wikidata.org/entity/Q24250888,Karotkaja historyja Biełarusi,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1910,http://www.wikidata.org/entity/Q2995798,Vaclau Lastouski,,4,,2023-03-04T09:43:13Z
http://www.wikidata.org/entity/Q25620734,Ular,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1996,http://www.wikidata.org/entity/Q25620608,Nayan Raj Pandey,,3,,2023-01-30T08:19:12Z
http://www.wikidata.org/entity/Q24963223,Café Royal Cocktail Book,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1937,http://www.wikidata.org/entity/Q114876842,William J. Tarling,,2,,2022-10-27T13:18:09Z
http://www.wikidata.org/entity/Q28458328,The New Encyclopedia of Islam,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1989,,,,2,,2024-06-03T08:05:39Z
http://www.wikidata.org/entity/Q28152914,Q28152914,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1926,http://www.wikidata.org/entity/Q2995798,Vaclau Lastouski,,3,,2022-03-17T07:42:45Z
http://www.wikidata.org/entity/Q25542294,Gurian Diaries,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2014,http://www.wikidata.org/entity/Q1478993,Giorgi Kekelidze,,2,,2022-11-27T08:58:33Z
http://www.wikidata.org/entity/Q28110569,Q28110569,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1518,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-27T16:39:10Z
http://www.wikidata.org/entity/Q28110595,Q28110595,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1518,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2023-02-08T07:45:27Z
http://www.wikidata.org/entity/Q28842763,The Thirst,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2017,http://www.wikidata.org/entity/Q202693,Jo Nesbø,,9,,2024-11-06T15:20:55Z
http://www.wikidata.org/entity/Q28110609,Q28110609,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1525,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-26T12:21:34Z
http://www.wikidata.org/entity/Q26921654,"Sangoku Meishō Zue, vol.2",Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1843,http://www.wikidata.org/entity/Q676187,Satsuma Domain,,2,,2024-02-06T11:29:56Z
http://www.wikidata.org/entity/Q25635356,Q25635356,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1885,http://www.wikidata.org/entity/Q982067,Salomon Buber,,2,,2022-11-27T08:58:49Z
http://www.wikidata.org/entity/Q28110590,Q28110590,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1517,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-26T12:51:08Z
http://www.wikidata.org/entity/Q25490687,Moses Final Oration,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2014,http://www.wikidata.org/entity/Q7022910,Micah Goodman,,2,,2022-11-27T08:52:30Z
http://www.wikidata.org/entity/Q22683667,Catechism of Canisius,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1555,,,,3,,2023-06-05T08:20:30Z
http://www.wikidata.org/entity/Q25587445,Prapanchavum Manushyanum,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1970,http://www.wikidata.org/entity/Q13111454,K. Venu,,2,,2021-08-30T11:37:52Z
http://www.wikidata.org/entity/Q28723274,Tolnai's World History,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1908,,,,2,,2020-07-10T18:43:19Z
http://www.wikidata.org/entity/Q28723274,Tolnai's World History,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1912,,,,2,,2020-07-10T18:43:19Z
http://www.wikidata.org/entity/Q28172359,Yuganta: The End of an Epoch,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1967,http://www.wikidata.org/entity/Q3595180,Irawati Karve,,2,,2022-12-04T05:34:32Z
http://www.wikidata.org/entity/Q28110605,Q28110605,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1518,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2023-04-11T05:49:35Z
http://www.wikidata.org/entity/Q28723502,A World History,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1906,http://www.wikidata.org/entity/Q57326863,Endrei Zalán,,3,,2024-10-11T20:30:19Z
http://www.wikidata.org/entity/Q28723502,A World History,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1908,http://www.wikidata.org/entity/Q57326863,Endrei Zalán,,3,,2024-10-11T20:30:19Z
http://www.wikidata.org/entity/Q26252665,Women In Tech,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2016,http://www.wikidata.org/entity/Q26210993,Tarah Wheeler,,3,,2023-10-17T12:23:10Z
http://www.wikidata.org/entity/Q28110563,Q28110563,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1517,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,2,,2022-02-27T18:50:21Z
http://www.wikidata.org/entity/Q28110588,Book of Proverbs by Francysk Skaryna,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1517,http://www.wikidata.org/entity/Q435320,Francysk Skaryna,,4,,2022-10-26T12:55:49Z
http://www.wikidata.org/entity/Q30888455,Q30888455,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1968,http://www.wikidata.org/entity/Q683485,Agniya Barto,,2,,2022-02-28T19:59:36Z
http://www.wikidata.org/entity/Q31798292,Di Goldene Pave,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1924,http://www.wikidata.org/entity/Q455840,Moyshe-Leyb Halpern,,2,,2024-09-22T15:31:20Z
http://www.wikidata.org/entity/Q31304836,Q31304836,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,2007,,,,4,,2022-04-14T19:35:22Z
http://www.wikidata.org/entity/Q30592391,Della Moneta,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1751,http://www.wikidata.org/entity/Q979496,Ferdinando Galiani,,5,,2022-12-17T15:05:54Z
http://www.wikidata.org/entity/Q31098601,A magyar nemzet története by József Szalay,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1879,http://www.wikidata.org/entity/Q1294291,József Szalay,,2,,2021-12-18T01:35:28Z
http://www.wikidata.org/entity/Q31098601,A magyar nemzet története by József Szalay,Art & Literature,http://www.wikidata.org/prop/direct/P577,http://www.wikidata.org/prop/direct/P577,1883,http://www.wikidata.org/entity/Q1294291,József Szalay,,2,,2021-12-18T01:35:28Z
